title,Fdc1 @ 350 K,,,,,,,
plot_type,multi-line,,,,,,,
x_label,Time (ns),,,,,,,
y_label,Secondary structure (%),,,,,,,
x_unit,ns,,,,,,,
y_unit,%,,,,,,,
color,#000000,#FD5200,#0000FF,#FF8000,#68D2FB,#000080,#009F00,#800080
label,None,Parallel Beta-sheet,Anti Beta-sheet,3-10 helix,Alpha helix,Pi(3-14) helix,Turn,Bend
axis_x,axis_y,axis_y,axis_y,axis_y,axis_y,axis_y,axis_y,axis_y
4.392,0.25542,0.05523,0.13511,0.01479,0.22387,0,0.17258,0.14694
4.394,0.23767,0.06213,0.13511,0.02959,0.21302,0.00493,0.16963,0.15187
4.396,0.24556,0.05819,0.12623,0.02367,0.21499,0,0.17751,0.15779
4.398,0.25542,0.05819,0.12821,0.02663,0.20809,0.00986,0.16667,0.15089
4.4,0.24655,0.06114,0.12623,0.02465,0.20316,0,0.18639,0.15582
4.402,0.23866,0.06213,0.13511,0.03353,0.214,0,0.16568,0.15483
4.404,0.24951,0.0572,0.13905,0.0286,0.21499,0,0.16667,0.14793
4.406,0.24162,0.05917,0.13609,0.02959,0.21598,0,0.16568,0.15582
4.408,0.24063,0.05819,0.13412,0.01479,0.20907,0,0.18343,0.16371
4.41,0.25049,0.05621,0.13511,0.02959,0.20217,0.00493,0.17554,0.1499
4.412,0.24458,0.05523,0.13708,0.02959,0.22288,0.00493,0.1568,0.15286
4.414,0.24753,0.05819,0.12919,0.02959,0.21499,0,0.16272,0.16174
4.416,0.23767,0.06706,0.12821,0.03057,0.21795,0,0.16075,0.16174
4.418,0.24753,0.0572,0.13018,0.01775,0.20513,0.00493,0.18047,0.16075
4.42,0.24556,0.05621,0.14004,0.01972,0.21203,0.00493,0.17554,0.1499
4.422,0.2426,0.06114,0.12821,0.0217,0.2071,0.00493,0.17554,0.16272
4.424,0.24556,0.05424,0.14103,0.01775,0.21992,0.00493,0.16864,0.15187
4.426,0.24655,0.05523,0.13609,0.03254,0.21992,0,0.16469,0.14892
4.428,0.25937,0.05819,0.11933,0.02663,0.20611,0.00493,0.16667,0.16272
4.43,0.24852,0.06114,0.13018,0.02663,0.21499,0,0.17258,0.1499
4.432,0.23964,0.06114,0.13215,0.02761,0.21203,0.00493,0.17061,0.15582
4.434,0.24063,0.0572,0.13807,0.02959,0.21302,0.00493,0.17061,0.1499
4.436,0.25247,0.0572,0.12525,0.02761,0.21203,0,0.17949,0.1499
4.438,0.24162,0.05917,0.13511,0.02663,0.21105,0.00493,0.17653,0.14892
4.44,0.23866,0.06114,0.13116,0.03156,0.19132,0.00986,0.17653,0.16371
4.442,0.24951,0.0572,0.12919,0.03649,0.20809,0,0.15878,0.16469
4.444,0.24458,0.05523,0.12821,0.02663,0.21006,0.00493,0.17357,0.16075
4.446,0.24162,0.06312,0.12426,0.02465,0.21105,0,0.18047,0.15878
4.448,0.2426,0.06114,0.13314,0.02663,0.22584,0,0.16667,0.14793
4.45,0.24162,0.06312,0.12623,0.02071,0.22387,0,0.16371,0.16469
4.452,0.24655,0.05819,0.12327,0.03353,0.20414,0.00493,0.17949,0.15385
4.454,0.2426,0.06114,0.12525,0.02663,0.2288,0,0.15779,0.16174
4.456,0.25049,0.05917,0.12327,0.02465,0.21992,0,0.16667,0.15976
4.458,0.24359,0.06213,0.12623,0.02071,0.21105,0,0.18442,0.15582
4.46,0.2426,0.0641,0.12821,0.03649,0.19428,0.00493,0.18146,0.15187
4.462,0.25345,0.05819,0.12229,0.02663,0.20611,0.00493,0.17456,0.15779
4.464,0.25247,0.0572,0.12525,0.02663,0.2002,0.00493,0.18639,0.15089
4.466,0.24556,0.06312,0.12722,0.02071,0.22584,0,0.16568,0.15582
4.468,0.24655,0.06312,0.12722,0.02663,0.21105,0.00493,0.18047,0.14398
4.47,0.25345,0.0572,0.12426,0.0286,0.20809,0,0.1785,0.15385
4.472,0.24063,0.06509,0.12821,0.03156,0.2071,0,0.17357,0.15779
4.474,0.24655,0.06114,0.13018,0.01775,0.19921,0,0.19132,0.15779
4.476,0.24556,0.05917,0.13116,0.02465,0.21006,0.00493,0.17061,0.15779
4.478,0.24458,0.05819,0.13314,0.02465,0.22387,0,0.1716,0.14793
4.48,0.24359,0.0641,0.12919,0.02761,0.20809,0,0.18245,0.14892
4.482,0.23274,0.06312,0.13018,0.03057,0.20907,0.00493,0.16864,0.16469
4.484,0.24753,0.06213,0.13018,0.01874,0.23176,0.00493,0.15483,0.15385
4.486,0.23471,0.0641,0.13314,0.02564,0.21105,0.00493,0.16371,0.16667
4.488,0.24359,0.06114,0.13018,0.0286,0.21992,0.00493,0.16469,0.15089
4.49,0.24063,0.06312,0.12722,0.02465,0.22091,0,0.1716,0.15582
4.492,0.24458,0.06509,0.13018,0.02071,0.21893,0,0.17456,0.1499
4.494,0.24951,0.06016,0.13215,0.03945,0.19822,0.00493,0.15878,0.16075
4.496,0.24556,0.06312,0.12426,0.02959,0.214,0,0.17258,0.15483
4.498,0.25345,0.05819,0.13018,0.0217,0.21893,0.00493,0.16075,0.15582
4.5,0.25247,0.05621,0.13116,0.02959,0.20513,0.00493,0.16371,0.16075
4.502,0.24753,0.06114,0.13018,0.02663,0.20809,0,0.18343,0.14694
4.504,0.23767,0.06509,0.13215,0.02663,0.21105,0.00493,0.17258,0.15385
4.506,0.2426,0.06114,0.13018,0.03353,0.20809,0,0.17357,0.15483
4.508,0.24359,0.05917,0.13412,0.02959,0.20118,0,0.1785,0.15779
4.51,0.24162,0.06706,0.12525,0.02663,0.20907,0,0.17456,0.15976
4.512,0.24162,0.06312,0.12821,0.02465,0.21302,0.00493,0.16963,0.15878
4.514,0.24063,0.05917,0.13314,0.02367,0.21006,0.00493,0.17357,0.15878
4.516,0.25049,0.06114,0.13215,0.02071,0.21696,0.00493,0.17357,0.14398
4.518,0.24458,0.06114,0.12821,0.03057,0.21302,0.00493,0.16371,0.15779
4.52,0.24359,0.06114,0.13511,0.03156,0.20907,0,0.1716,0.15187
4.522,0.23669,0.06509,0.13215,0.03452,0.19822,0,0.17456,0.16272
4.524,0.24852,0.0641,0.13116,0.03156,0.20118,0,0.1854,0.14201
4.526,0.23866,0.06706,0.12426,0.02367,0.21992,0,0.16765,0.16272
4.528,0.23866,0.0572,0.14004,0.02564,0.20118,0.00592,0.17949,0.15582
4.53,0.24655,0.0641,0.12919,0.0355,0.2002,0.00493,0.17258,0.15089
4.532,0.23866,0.06706,0.13412,0.02663,0.20316,0,0.17949,0.15483
4.534,0.24458,0.06016,0.13116,0.02367,0.21795,0.00493,0.16568,0.15582
4.536,0.2426,0.05917,0.13412,0.02959,0.214,0,0.16765,0.1568
4.538,0.2426,0.06213,0.13018,0.03156,0.20414,0.00493,0.17061,0.15779
4.54,0.24458,0.06312,0.13314,0.02367,0.214,0.00493,0.16864,0.15187
4.542,0.23767,0.06213,0.13314,0.02564,0.20611,0,0.18146,0.15779
4.544,0.2357,0.06805,0.13116,0.03353,0.21696,0,0.15483,0.16371
4.546,0.24556,0.06607,0.13018,0.02465,0.2071,0,0.17357,0.1568
4.548,0.2357,0.06114,0.13412,0.03057,0.19329,0.00493,0.18442,0.15976
4.55,0.24655,0.06805,0.13018,0.02465,0.21893,0.00493,0.16371,0.14694
4.552,0.24852,0.06213,0.12821,0.02465,0.21006,0.00493,0.16864,0.1568
4.554,0.24556,0.06213,0.13018,0.02959,0.22189,0.00493,0.1568,0.15286
4.556,0.24951,0.06016,0.12821,0.0286,0.22584,0,0.15779,0.15385
4.558,0.23866,0.06509,0.12821,0.0286,0.20414,0.00493,0.16667,0.16765
4.56,0.23471,0.05621,0.13807,0.0286,0.22387,0,0.15878,0.16371
4.562,0.23964,0.05424,0.13807,0.02367,0.20611,0.00986,0.18343,0.14892
4.564,0.24359,0.05917,0.13018,0.02959,0.2071,0,0.17061,0.16371
4.566,0.23767,0.05917,0.14201,0.01479,0.21598,0.00493,0.17751,0.15187
4.568,0.24063,0.06706,0.13018,0.0286,0.21105,0,0.17357,0.15286
4.57,0.23373,0.06213,0.13905,0.02071,0.21499,0.00493,0.17061,0.15779
4.572,0.2426,0.06016,0.13116,0.01479,0.21302,0,0.17751,0.16469
4.574,0.24162,0.06312,0.13412,0.02367,0.20907,0,0.17061,0.16174
4.576,0.25641,0.05819,0.12722,0.03156,0.21893,0,0.1568,0.15483
4.578,0.2357,0.06213,0.13708,0.02959,0.20611,0,0.18245,0.15089
4.58,0.25049,0.05819,0.13314,0.02761,0.21203,0.00493,0.16469,0.15286
4.582,0.25148,0.0641,0.12722,0.02761,0.21203,0,0.17061,0.15089
4.584,0.24951,0.06016,0.12821,0.02663,0.21598,0,0.17258,0.15089
4.586,0.24556,0.06213,0.13018,0.03057,0.20118,0,0.17653,0.15779
4.588,0.25049,0.05227,0.13708,0.02663,0.20513,0.00986,0.17258,0.1499
4.59,0.24753,0.06903,0.12426,0.02465,0.21203,0.00493,0.16272,0.15878
4.592,0.24162,0.0641,0.13511,0.02663,0.21006,0.00493,0.17456,0.14694
4.594,0.24852,0.06213,0.13116,0.03353,0.20414,0,0.1716,0.15286
4.596,0.23964,0.05621,0.13708,0.02761,0.22189,0.00493,0.16075,0.15582
4.598,0.25148,0.05227,0.13412,0.02761,0.214,0.00493,0.16667,0.15286
4.6,0.24655,0.05917,0.13116,0.0355,0.19625,0.00493,0.1716,0.15878
4.602,0.25247,0.05917,0.13412,0.03057,0.21598,0,0.1716,0.14004
4.604,0.24753,0.06114,0.13018,0.02663,0.20316,0.00493,0.17751,0.15286
4.606,0.25345,0.05819,0.13215,0.02663,0.22288,0.00493,0.15582,0.1499
4.608,0.24556,0.06509,0.13412,0.02663,0.22288,0.00493,0.15385,0.15089
4.61,0.24753,0.06213,0.13609,0.03057,0.20316,0.00493,0.16667,0.15286
4.612,0.23471,0.06312,0.13215,0.03254,0.20217,0.00493,0.17258,0.16174
4.614,0.23767,0.06114,0.13412,0.02071,0.22682,0.00493,0.16371,0.15483
4.616,0.2288,0.06706,0.13511,0.0286,0.21105,0,0.17061,0.16272
4.618,0.24162,0.05819,0.13511,0.02761,0.19625,0,0.18047,0.16469
4.62,0.23964,0.0641,0.13412,0.02071,0.23176,0,0.16075,0.15286
4.622,0.24556,0.06607,0.13116,0.01775,0.21893,0,0.17258,0.15187
4.624,0.24852,0.06312,0.12229,0.02367,0.21499,0,0.16765,0.16371
4.626,0.24162,0.06312,0.13314,0.02761,0.22288,0.00493,0.16174,0.14892
4.628,0.24162,0.06805,0.13116,0.01874,0.19625,0,0.18935,0.15878
4.63,0.2426,0.05917,0.12821,0.03353,0.2071,0.00493,0.16963,0.15878
4.632,0.25247,0.05325,0.12919,0.0217,0.22485,0.00493,0.16174,0.15582
4.634,0.23669,0.06114,0.13018,0.01874,0.21499,0.00493,0.17456,0.16272
4.636,0.25444,0.06016,0.13215,0.03057,0.2002,0,0.1785,0.14793
4.638,0.24458,0.06312,0.13018,0.01183,0.22584,0,0.17653,0.15187
4.64,0.24063,0.05424,0.13807,0.03057,0.20809,0.00986,0.16272,0.15976
4.642,0.2426,0.06016,0.13215,0.02663,0.21105,0.00493,0.1785,0.14793
4.644,0.2426,0.06016,0.13511,0.0217,0.22485,0.00493,0.16469,0.1499
4.646,0.2426,0.06509,0.13215,0.02367,0.20907,0,0.16963,0.16174
4.648,0.24162,0.06114,0.13511,0.0286,0.21992,0.00493,0.16075,0.15187
4.65,0.23767,0.06016,0.13807,0.02367,0.20513,0,0.17456,0.16469
4.652,0.23471,0.06805,0.13018,0.04438,0.20513,0,0.16174,0.15976
4.654,0.23866,0.06213,0.13708,0.02761,0.20414,0.00493,0.17554,0.15385
4.656,0.2357,0.06706,0.13314,0.02367,0.20118,0,0.18836,0.15483
4.658,0.24556,0.06114,0.13116,0.0355,0.2002,0.00493,0.16963,0.15582
4.66,0.26331,0.05128,0.13116,0.03254,0.19921,0.00493,0.16963,0.15187
4.662,0.2426,0.06706,0.12525,0.03353,0.20316,0.00493,0.17357,0.15385
4.664,0.24556,0.06213,0.13215,0.03452,0.19724,0.00493,0.1716,0.15582
4.666,0.24753,0.05819,0.13314,0.03945,0.19329,0,0.1716,0.16075
4.668,0.25148,0.0572,0.12919,0.03353,0.21795,0,0.16469,0.1499
4.67,0.25542,0.06213,0.12623,0.03748,0.19527,0.00493,0.17554,0.14694
4.672,0.24753,0.06509,0.13314,0.03254,0.20316,0.00493,0.16963,0.14793
4.674,0.2426,0.06312,0.12722,0.02367,0.23077,0,0.16469,0.15187
4.676,0.25247,0.05819,0.13116,0.03254,0.20611,0,0.16963,0.15385
4.678,0.25838,0.05621,0.12327,0.0355,0.20118,0.00493,0.16568,0.15878
4.68,0.25247,0.05523,0.13412,0.03452,0.20118,0.00493,0.17653,0.14497
4.682,0.25838,0.05917,0.12919,0.0286,0.21105,0,0.16568,0.15187
4.684,0.25148,0.06903,0.12327,0.01479,0.22682,0.00493,0.16667,0.14694
4.686,0.23964,0.0641,0.13412,0.03452,0.18738,0.00493,0.19329,0.14596
4.688,0.24951,0.0572,0.13116,0.03156,0.2071,0.00493,0.16963,0.15286
4.69,0.25148,0.06312,0.12919,0.0286,0.2071,0,0.18047,0.14398
4.692,0.24753,0.06509,0.12821,0.02564,0.21696,0.00493,0.16667,0.14892
4.694,0.24458,0.06706,0.12722,0.02367,0.20118,0.00493,0.18245,0.15286
4.696,0.24556,0.0641,0.13511,0.02367,0.19822,0.00493,0.17949,0.15286
4.698,0.2574,0.06114,0.12327,0.02663,0.21203,0,0.18343,0.14004
4.7,0.24458,0.06805,0.13412,0.02367,0.21105,0,0.17554,0.14694
4.702,0.23767,0.06114,0.13609,0.03649,0.21302,0.00493,0.16765,0.14694
4.704,0.24063,0.06114,0.14004,0.02663,0.20118,0,0.18836,0.14596
4.706,0.24162,0.05917,0.13511,0.02761,0.214,0.00493,0.17456,0.14694
4.708,0.24458,0.06509,0.12722,0.02959,0.20414,0.00493,0.17357,0.15483
4.71,0.24063,0.06016,0.13412,0.02959,0.21795,0.00493,0.16667,0.1499
4.712,0.24162,0.05917,0.13511,0.02367,0.21006,0.00493,0.17653,0.15286
4.714,0.24951,0.05523,0.13314,0.02367,0.22485,0,0.16667,0.15089
4.716,0.24359,0.05917,0.13511,0.03254,0.20414,0.00493,0.16963,0.15483
4.718,0.23964,0.06607,0.13609,0.0217,0.21302,0.00493,0.1785,0.14398
4.72,0.2574,0.05227,0.13018,0.03452,0.2071,0,0.18146,0.14103
4.722,0.24063,0.06706,0.13215,0.02367,0.21105,0.00493,0.18047,0.14398
4.724,0.2643,0.05621,0.12327,0.02959,0.21598,0,0.1716,0.143
4.726,0.24359,0.05917,0.12426,0.02663,0.21203,0.00986,0.17357,0.15483
4.728,0.25542,0.05325,0.12426,0.02268,0.2071,0,0.18442,0.1568
4.73,0.24556,0.05917,0.12821,0.02761,0.21598,0.00493,0.16174,0.16075
4.732,0.24753,0.06213,0.13314,0.03353,0.21105,0.00493,0.16272,0.14892
4.734,0.25641,0.06016,0.13018,0.02367,0.214,0,0.17258,0.14694
4.736,0.23964,0.0641,0.13609,0.03057,0.2002,0.00493,0.17061,0.15779
4.738,0.24951,0.05523,0.13215,0.01479,0.21696,0,0.17456,0.16075
4.74,0.26134,0.05621,0.12821,0.03254,0.21105,0,0.16864,0.14596
4.742,0.25247,0.05621,0.13018,0.02367,0.22091,0,0.17061,0.1499
4.744,0.24951,0.05621,0.13215,0.02071,0.20414,0,0.18442,0.1568
4.746,0.24063,0.06016,0.13215,0.02959,0.214,0,0.17258,0.15483
4.748,0.25049,0.06114,0.13215,0.02959,0.21499,0.00493,0.16469,0.14596
4.75,0.24951,0.06213,0.13215,0.03945,0.20316,0,0.16174,0.15582
4.752,0.25444,0.06016,0.12919,0.02761,0.20513,0,0.1785,0.14892
4.754,0.25641,0.05424,0.13807,0.03649,0.21499,0,0.16075,0.143
4.756,0.24556,0.05819,0.13609,0.02959,0.22485,0,0.16075,0.14892
4.758,0.24458,0.05621,0.13708,0.0286,0.22584,0.00493,0.15187,0.15483
4.76,0.24556,0.05819,0.12919,0.02663,0.21598,0.00493,0.17653,0.14694
4.762,0.25838,0.06114,0.12525,0.03649,0.21598,0,0.16864,0.13807
4.764,0.25345,0.05819,0.13018,0.02367,0.20809,0,0.18738,0.143
4.766,0.24655,0.05819,0.13018,0.02959,0.21696,0.00493,0.16272,0.15483
4.768,0.24655,0.06213,0.13116,0.01874,0.19822,0.00493,0.19034,0.15187
4.77,0.24556,0.0572,0.13018,0.02663,0.21598,0.00493,0.17357,0.1499
4.772,0.24162,0.05621,0.13511,0.02761,0.22485,0,0.16765,0.15089
4.774,0.2426,0.06114,0.13511,0.02761,0.21795,0,0.16568,0.15385
4.776,0.25641,0.0572,0.13116,0.01183,0.21893,0,0.18639,0.14201
4.778,0.24753,0.05424,0.13708,0.04536,0.2002,0.00493,0.16174,0.15286
4.78,0.24753,0.06114,0.13018,0.02663,0.22485,0,0.1568,0.1568
4.782,0.24655,0.05523,0.13905,0.02959,0.21696,0,0.16963,0.14694
4.784,0.25345,0.05819,0.13314,0.01775,0.22584,0,0.16174,0.15385
4.786,0.25444,0.06016,0.13215,0.03156,0.22288,0,0.15483,0.14793
4.788,0.25542,0.05325,0.13609,0.04339,0.19034,0,0.17357,0.15187
4.79,0.25345,0.0572,0.13116,0.02761,0.21105,0,0.17357,0.1499
4.792,0.24852,0.05621,0.13215,0.03649,0.21696,0.00493,0.16075,0.14793
4.794,0.25148,0.06114,0.13215,0.01775,0.22288,0,0.16864,0.1499
4.796,0.24753,0.0641,0.13018,0.02959,0.20316,0.00493,0.18146,0.143
4.798,0.25148,0.0572,0.13018,0.03649,0.19921,0,0.18343,0.14596
4.8,0.26036,0.05819,0.13215,0.02071,0.20907,0,0.18146,0.14201
4.802,0.25345,0.05424,0.13314,0.02367,0.19921,0,0.19231,0.14793
4.804,0.25148,0.0641,0.12919,0.02367,0.21499,0.00493,0.17061,0.14497
4.806,0.25641,0.05424,0.13018,0.02071,0.21893,0,0.17949,0.14398
4.808,0.2574,0.05424,0.12525,0.0217,0.2288,0.00493,0.16075,0.15089
4.81,0.25444,0.0503,0.13511,0.02663,0.21696,0,0.17554,0.14497
4.812,0.24458,0.0572,0.13314,0.01775,0.21203,0.00493,0.18442,0.1499
4.814,0.24753,0.06016,0.13708,0.02761,0.20513,0.00493,0.17751,0.14398
4.816,0.24951,0.06509,0.13412,0.02465,0.21992,0,0.17061,0.14004
4.818,0.26233,0.06312,0.12525,0.03254,0.21006,0,0.16765,0.143
4.82,0.24458,0.0641,0.13511,0.02564,0.21302,0.00493,0.17258,0.14398
4.822,0.2574,0.0641,0.12821,0.02761,0.21499,0,0.17258,0.13905
4.824,0.24556,0.06114,0.14004,0.02959,0.20217,0,0.19132,0.13412
4.826,0.25542,0.06016,0.13215,0.0217,0.22189,0,0.17653,0.13609
4.828,0.2574,0.05917,0.13018,0.02465,0.21598,0.00986,0.16963,0.13708
4.83,0.26331,0.06016,0.12821,0.02465,0.20611,0,0.1785,0.143
4.832,0.25148,0.05917,0.13609,0.01775,0.2071,0.00493,0.18146,0.14596
4.834,0.25444,0.05819,0.12623,0.02071,0.21893,0,0.17653,0.14892
4.836,0.24951,0.05819,0.13116,0.0355,0.19822,0,0.17751,0.15385
4.838,0.25049,0.0572,0.13314,0.02959,0.2071,0.00493,0.17554,0.14596
4.84,0.24556,0.06213,0.13807,0.02367,0.22485,0.00493,0.16371,0.14103
4.842,0.25148,0.06312,0.13314,0.01775,0.22682,0,0.17061,0.14103
4.844,0.25444,0.05621,0.12919,0.03353,0.21795,0,0.17061,0.14201
4.846,0.2574,0.05325,0.13412,0.03353,0.22288,0,0.16075,0.14201
4.848,0.24852,0.0572,0.13708,0.02959,0.21499,0.00493,0.1716,0.14004
4.85,0.25641,0.05621,0.13116,0.03748,0.20907,0,0.16765,0.14596
4.852,0.25148,0.0641,0.13018,0.02367,0.21598,0.00493,0.16469,0.14892
4.854,0.25049,0.06016,0.13314,0.02959,0.21795,0.00493,0.16765,0.14004
4.856,0.24753,0.06114,0.13412,0.02663,0.23077,0,0.16174,0.14201
4.858,0.24359,0.05621,0.13807,0.02071,0.20907,0,0.1854,0.15089
4.86,0.24162,0.06114,0.143,0.02367,0.20513,0.00493,0.18639,0.13807
4.862,0.24063,0.06213,0.13609,0.02367,0.21696,0,0.18047,0.14398
4.864,0.24458,0.05523,0.13807,0.03057,0.214,0,0.1716,0.1499
4.866,0.25049,0.05128,0.13412,0.02367,0.22288,0,0.17554,0.14596
4.868,0.24655,0.05325,0.14201,0.03156,0.21203,0.00493,0.16469,0.14892
4.87,0.2426,0.06509,0.13215,0.02367,0.21795,0,0.18245,0.14004
4.872,0.24951,0.06114,0.13314,0.02465,0.214,0.00493,0.16963,0.14694
4.874,0.25247,0.05917,0.12919,0.02367,0.22288,0,0.1716,0.14497
4.876,0.25148,0.05523,0.13314,0.03057,0.20217,0,0.18343,0.14793
4.878,0.25345,0.05621,0.13314,0.02959,0.214,0.00493,0.16469,0.14793
4.88,0.24655,0.05424,0.14497,0.02367,0.23373,0,0.16371,0.13708
4.882,0.25542,0.05917,0.12821,0.03353,0.21302,0.00493,0.16963,0.14004
4.884,0.26134,0.0572,0.12426,0.02071,0.21105,0.00493,0.17554,0.14892
4.886,0.25838,0.05424,0.12919,0.02959,0.20118,0.00493,0.18047,0.14596
4.888,0.24753,0.05128,0.13905,0.02465,0.22584,0,0.16075,0.15483
4.89,0.25444,0.05917,0.13116,0.03649,0.21696,0.00493,0.15878,0.14201
4.892,0.24458,0.05523,0.13905,0.02564,0.2071,0.00986,0.16667,0.15582
4.894,0.24951,0.05917,0.13018,0.0286,0.21105,0.00493,0.16469,0.15582
4.896,0.25444,0.05621,0.13314,0.02959,0.21696,0,0.16371,0.1499
4.898,0.24753,0.05917,0.13116,0.0217,0.21006,0,0.18442,0.1499
4.9,0.24852,0.06016,0.13412,0.02071,0.23077,0,0.16667,0.143
4.902,0.25049,0.05523,0.13708,0.02465,0.22682,0,0.16371,0.14596
4.904,0.25542,0.06312,0.12722,0.0286,0.21696,0,0.1785,0.13412
4.906,0.24556,0.05819,0.13314,0.02959,0.21893,0.00493,0.16568,0.14793
4.908,0.25838,0.0572,0.12919,0.04043,0.18935,0.00493,0.17554,0.14892
4.91,0.24162,0.06706,0.13215,0.01775,0.20513,0.00493,0.19132,0.14398
4.912,0.24556,0.05917,0.13116,0.02367,0.21006,0,0.18639,0.14793
4.914,0.2426,0.05917,0.14004,0.03254,0.22288,0,0.16272,0.14398
4.916,0.24753,0.06312,0.12919,0.02367,0.22781,0,0.16174,0.15089
4.918,0.25345,0.0572,0.13018,0.02663,0.22781,0.00493,0.15878,0.14497
4.92,0.25345,0.05523,0.13314,0.02367,0.21992,0.00493,0.17554,0.13807
4.922,0.23964,0.06312,0.14103,0.02367,0.21598,0.00493,0.17554,0.14004
4.924,0.24063,0.06312,0.13314,0.03748,0.214,0,0.17456,0.14103
4.926,0.24951,0.05819,0.13708,0.04438,0.20611,0,0.17554,0.13314
4.928,0.24655,0.05917,0.14004,0.02367,0.2002,0,0.19428,0.14004
4.93,0.24753,0.05128,0.13807,0.02663,0.20907,0.00493,0.18146,0.14497
4.932,0.25049,0.05523,0.13609,0.02367,0.21203,0.00493,0.18245,0.13905
4.934,0.26036,0.06114,0.12525,0.03254,0.21598,0,0.16371,0.14497
4.936,0.25247,0.06312,0.12821,0.03057,0.20809,0,0.17357,0.14793
4.938,0.25247,0.05917,0.12525,0.02663,0.22485,0.00493,0.16963,0.14103
4.94,0.24556,0.06114,0.13116,0.03156,0.20118,0,0.18836,0.14497
4.942,0.2426,0.05917,0.13905,0.03254,0.2002,0,0.17653,0.15385
4.944,0.23669,0.05917,0.13807,0.04043,0.20809,0,0.17357,0.14793
4.946,0.25049,0.05917,0.13215,0.02959,0.21499,0,0.16864,0.14892
4.948,0.24655,0.0641,0.12623,0.03057,0.21795,0,0.17751,0.14103
4.95,0.24852,0.05917,0.13511,0.02367,0.20907,0,0.18245,0.14596
4.952,0.25345,0.0572,0.13116,0.02663,0.20809,0.00493,0.18343,0.13905
4.954,0.24655,0.05523,0.13905,0.02761,0.22485,0,0.16667,0.14398
4.956,0.25345,0.05523,0.13116,0.03452,0.20513,0,0.18245,0.14201
4.958,0.24951,0.05621,0.13807,0.0286,0.20809,0.00493,0.17751,0.14103
4.96,0.25444,0.05424,0.13018,0.03156,0.21302,0,0.1716,0.14892
4.962,0.23669,0.05917,0.14103,0.03057,0.21006,0,0.17258,0.15385
4.964,0.24753,0.05621,0.13905,0.02367,0.21203,0,0.18245,0.143
4.966,0.25641,0.05325,0.13708,0.0286,0.21992,0,0.17357,0.13511
4.968,0.24655,0.05523,0.14004,0.0217,0.21598,0,0.17258,0.15187
4.97,0.25049,0.06016,0.13412,0.02367,0.22091,0.00493,0.16174,0.14793
4.972,0.24852,0.0572,0.13905,0.02663,0.21992,0,0.16963,0.143
4.974,0.25049,0.0572,0.13609,0.02663,0.21696,0,0.17554,0.14103
4.976,0.23274,0.05523,0.14694,0.0355,0.21598,0.00493,0.16075,0.15187
4.978,0.25444,0.05523,0.13609,0.0217,0.21499,0.00493,0.17554,0.14103
4.98,0.24162,0.06114,0.14004,0.03156,0.20316,0,0.18245,0.14398
4.982,0.25937,0.0503,0.13412,0.02959,0.20217,0,0.18146,0.14694
4.984,0.24852,0.0572,0.13708,0.02663,0.22485,0.00493,0.15779,0.14694
4.986,0.25049,0.0572,0.13116,0.01183,0.22387,0.00493,0.17258,0.15187
4.988,0.24951,0.06312,0.12919,0.01775,0.214,0,0.18146,0.14892
4.99,0.24655,0.05523,0.14596,0.0286,0.2071,0,0.17653,0.14398
4.992,0.24556,0.06016,0.14004,0.03254,0.19329,0,0.1854,0.14694
4.994,0.24753,0.06213,0.13314,0.02663,0.214,0,0.16568,0.15483
4.996,0.24852,0.05621,0.14004,0.02663,0.21302,0.00493,0.16174,0.15286
4.998,0.24852,0.05325,0.14694,0.02761,0.20513,0,0.17653,0.14596
5,0.24852,0.06213,0.13412,0.01282,0.21598,0,0.19132,0.13905
5.002,0.25838,0.05621,0.13116,0.02071,0.22091,0,0.17258,0.14398
5.004,0.24951,0.0572,0.13018,0.03254,0.22091,0,0.16075,0.15286
5.006,0.25247,0.05917,0.13314,0.03846,0.21795,0,0.16075,0.14201
5.008,0.26331,0.05523,0.13116,0.02367,0.23274,0,0.15385,0.14398
5.01,0.24753,0.05325,0.13511,0.02465,0.21598,0,0.17653,0.15089
5.012,0.24556,0.05917,0.13412,0.02367,0.21203,0,0.17554,0.15385
5.014,0.23964,0.06114,0.13511,0.01183,0.22584,0.00493,0.17357,0.15187
5.016,0.24951,0.06114,0.13511,0.0217,0.21795,0,0.18146,0.13708
5.018,0.24852,0.06016,0.12821,0.0355,0.2071,0.00493,0.16272,0.1568
5.02,0.24753,0.06114,0.13905,0.02663,0.21598,0,0.18146,0.13215
5.022,0.24951,0.05819,0.13018,0.02367,0.21302,0.00493,0.17456,0.1499
5.024,0.26134,0.05128,0.13609,0.02959,0.21696,0,0.16963,0.13905
5.026,0.24458,0.0572,0.13708,0.02761,0.214,0.00493,0.16864,0.1499
5.028,0.24655,0.05128,0.13807,0.02465,0.22781,0,0.16667,0.14892
5.03,0.24852,0.05819,0.13807,0.03452,0.21203,0,0.18047,0.13215
5.032,0.24655,0.06213,0.13314,0.02959,0.19724,0.00493,0.18047,0.1499
5.034,0.24951,0.06016,0.13018,0.02071,0.23077,0,0.16568,0.14694
5.036,0.23373,0.06312,0.14201,0.02663,0.20217,0,0.18442,0.15187
5.038,0.23964,0.05917,0.14497,0.01874,0.22189,0,0.18146,0.13807
5.04,0.24458,0.05523,0.13609,0.02367,0.21302,0,0.18146,0.1499
