# m/z,Intensity
1342.7000,0.4131
1342.9000,0.1902
1343.0000,0.4918
1343.1000,1.2066
1343.2000,0.0951
1343.3000,2.3742
1343.4000,0.5869
1343.5000,1.0082
1343.7000,0.6115
1343.8000,0.9131
1343.9000,1.0000
1344.0000,2.0000
1344.1000,1.0000
1344.2000,0.8721
1344.3000,1.1410
1344.4000,1.0000
1344.5000,0.9508
1344.6000,0.3508
1344.7000,0.3475
1344.9000,1.2639
1345.0000,0.5656
1345.1000,1.7672
1345.2000,1.0000
1345.3000,1.4869
1345.4000,0.5852
1345.5000,1.8934
1345.6000,1.1603
1345.7000,1.8459
1345.8000,0.0355
1345.9000,0.6754
1346.0000,1.6452
1346.2000,1.7290
1346.3000,1.0000
1346.4000,1.0000
1346.5000,1.0000
1346.6000,1.4803
1346.8000,0.8738
1346.9000,1.4443
1347.0000,0.2541
1347.3000,0.6754
1347.4000,0.0066
1347.5000,2.6885
1347.6000,0.6194
1347.7000,0.0689
1347.8000,0.2492
1347.9000,1.4410
1348.0000,0.8770
1348.1000,0.3574
1348.2000,0.5033
1348.3000,1.7410
1348.4000,0.8672
1348.5000,1.5492
1348.6000,2.0000
1348.7000,0.0774
1348.8000,1.0000
1348.9000,1.0000
1349.0000,1.0000
1349.1000,1.3311
1349.2000,0.6839
1349.3000,1.0290
1349.4000,1.4393
1349.5000,2.0000
1349.6000,0.9177
1349.7000,1.0000
1349.8000,0.5597
1349.9000,0.8869
1350.0000,0.7984
1350.1000,1.0000
1350.3000,0.3016
1350.4000,1.0000
1350.5000,1.2097
1350.6000,0.2387
1350.7000,1.7574
1350.8000,1.0000
1350.9000,0.0672
1351.0000,1.6048
1351.1000,1.2803
1351.2000,1.0000
1351.3000,0.3557
1351.5000,0.0082
1351.6000,0.6820
1351.7000,0.3475
1351.8000,0.1180
1351.9000,2.3000
1352.1000,0.9419
1352.4000,0.0803
1352.6000,2.3113
1352.8000,1.2210
1352.9000,1.3721
1353.0000,0.2459
1353.1000,1.8116
1353.2000,4.0000
1353.3000,0.1581
1353.4000,0.8262
1353.5000,1.0000
1353.6000,2.8290
1353.7000,3.0000
1353.8000,2.0258
1353.9000,3.3839
1354.0000,2.1393
1354.1000,4.0000
1354.2000,2.4097
1354.3000,1.0000
1354.4000,4.0787
1354.5000,4.5902
1354.6000,2.8726
1354.7000,6.6361
1354.8000,11.8689
1354.9000,11.6492
1355.0000,7.2131
1355.1000,1.4459
1355.2000,5.2194
1355.3000,4.0000
1355.4000,0.2403
1355.5000,2.2705
1355.7000,0.4742
1355.8000,2.9066
1355.9000,3.4279
1356.0000,2.0000
1356.1000,1.9033
1356.2000,0.4230
1356.3000,0.2387
1356.4000,1.1836
1356.5000,2.2581
1356.6000,4.7645
1356.7000,3.0000
1356.8000,2.1226
1356.9000,1.2197
1357.0000,1.1066
1357.1000,1.0000
1357.2000,2.0000
1357.3000,2.1242
1357.4000,1.0000
1357.5000,2.2049
1357.6000,1.0000
1357.7000,1.0000
1357.8000,1.6131
1357.9000,2.1410
1358.0000,2.4516
1358.1000,2.8129
1358.2000,4.8419
1358.3000,6.5097
1358.4000,4.3082
1358.5000,2.0000
1358.6000,5.4855
1358.7000,1.0000
1358.8000,4.6164
1358.9000,1.9323
1359.0000,2.1210
1359.1000,1.0000
1359.2000,5.3131
1359.3000,3.0000
1359.4000,0.4787
1359.5000,3.5806
1359.6000,2.0000
1359.7000,1.8129
1359.8000,2.2323
1359.9000,3.0000
1360.0000,1.6935
1360.1000,1.3623
1360.2000,0.9885
1360.3000,1.3541
1360.4000,1.6738
1360.5000,2.0000
1360.6000,2.0000
1360.7000,1.2902
1360.8000,1.8968
1360.9000,1.3968
1361.0000,3.2581
1361.1000,0.0871
1361.2000,4.4065
1361.3000,0.4452
1361.4000,3.1246
1361.5000,1.5738
1361.6000,2.1820
1361.7000,2.6677
1361.8000,2.5339
1361.9000,2.0000
1362.0000,2.7823
1362.1000,0.8742
1362.2000,0.0919
1362.3000,0.7426
1362.4000,1.3935
1362.5000,1.9032
1362.6000,1.3016
1362.7000,3.0000
1362.8000,0.0066
1362.9000,2.5836
1363.0000,1.0000
1363.1000,2.8328
1363.2000,2.4081
1363.3000,1.4935
1363.4000,3.1145
1363.5000,2.6210
1363.6000,0.1820
1363.7000,1.3323
1363.8000,1.4803
1364.0000,0.4516
1364.1000,0.4290
1364.2000,1.1355
1364.3000,0.7180
1364.4000,1.9161
1364.5000,1.0000
1364.6000,2.0000
1364.7000,2.3968
1364.8000,0.1194
1364.9000,0.4115
1365.0000,1.4677
1365.2000,1.4803
1365.3000,1.3323
1365.4000,0.3903
1365.5000,2.5484
1365.7000,1.0000
1365.8000,0.3839
1366.0000,1.3226
1366.1000,1.0000
1366.2000,1.0000
1366.3000,0.4049
1366.4000,1.0000
1366.5000,1.0000
1366.6000,1.0355
1366.8000,0.2048
1367.0000,1.0000
1367.1000,0.8419
1367.2000,0.6419
1367.3000,1.0000
1367.4000,0.6355
1367.5000,1.5484
1367.6000,1.0885
1367.7000,0.4557
1367.8000,1.0000
1367.9000,1.0000
1368.0000,0.9194
1368.3000,1.2689
1368.4000,0.0016
1368.5000,1.0000
1368.6000,0.2758
1368.7000,0.3148
1368.8000,1.0903
1368.9000,1.1839
1369.1000,1.5475
1369.2000,1.5032
1369.3000,0.7226
1369.4000,1.0000
1369.5000,2.9758
1369.6000,1.0000
1369.7000,2.0000
1369.8000,0.3242
1369.9000,0.9541
1370.0000,1.1532
1370.1000,0.2115
1370.2000,1.8290
1370.3000,1.0613
1370.4000,1.0000
1370.5000,1.6885
1370.6000,1.9452
1370.7000,1.0000
1370.8000,4.1742
1370.9000,1.1710
1371.0000,0.4677
1371.1000,0.9016
1371.2000,0.5581
1371.3000,1.9210
1371.4000,1.0000
1371.5000,1.2295
1371.6000,0.7565
1371.7000,2.0000
1371.8000,0.4887
1372.0000,1.7581
1372.1000,2.1419
1372.2000,0.0131
1372.3000,1.3639
1372.4000,2.5290
1372.5000,2.8871
1372.6000,0.5097
1372.7000,2.1403
1372.8000,3.2887
1372.9000,0.7836
1373.0000,0.0242
1373.1000,1.0000
1373.3000,1.4323
1373.5000,1.8548
1373.6000,1.0000
1373.7000,0.3903
1373.8000,0.0129
1373.9000,0.6355
1374.0000,1.4839
1374.1000,1.0000
1374.2000,0.4968
1374.4000,0.2597
1374.5000,1.6371
1374.6000,1.0000
1374.7000,0.6081
1374.8000,1.5387
1374.9000,0.1468
1375.0000,1.0656
1375.1000,1.9097
1375.3000,0.6710
1375.4000,0.1279
1375.5000,1.3065
1375.6000,3.4387
1375.7000,1.0000
1375.8000,1.0000
1375.9000,1.0000
1376.0000,0.6694
1376.1000,0.7242
1376.2000,0.8984
1376.3000,1.0000
1376.4000,0.1274
1376.6000,0.6435
1376.7000,0.9790
1377.1000,2.4452
1377.2000,0.9484
1377.3000,1.0000
1377.4000,0.8419
1377.5000,0.9032
1377.6000,2.0000
1377.7000,0.1403
1377.8000,0.2532
1378.1000,0.8355
1378.2000,0.1887
1378.3000,1.0000
1378.4000,1.7226
1378.5000,1.9355
1378.6000,2.6903
1378.8000,2.0000
1378.9000,1.0516
1379.0000,0.9194
1379.1000,0.7032
1379.3000,1.0000
1379.5000,0.8629
1379.6000,1.2565
1379.7000,1.6339
1379.8000,1.9726
1379.9000,1.1581
1380.0000,1.0000
1380.1000,1.6000
1380.3000,2.0000
1380.4000,1.7613
1380.5000,0.7742
1380.6000,0.3355
1380.8000,1.9097
1380.9000,0.6806
1381.0000,1.0000
1381.1000,0.8565
1381.2000,0.5371
1381.3000,0.9306
1381.6000,0.8887
1381.7000,0.5032
1381.8000,1.0000
1382.0000,0.6129
1382.1000,0.9129
1382.2000,0.4968
1382.3000,1.7806
1382.4000,1.2839
1382.5000,1.3145
1382.6000,1.9210
1382.7000,0.5274
1382.8000,0.2355
1383.0000,0.6613
1383.1000,0.9210
1383.2000,0.5274
1383.3000,0.8823
1383.4000,1.4645
1383.5000,0.3387
1383.7000,1.0000
1383.8000,0.8742
1383.9000,1.0000
1384.1000,1.0000
1384.3000,0.1177
1384.5000,0.6855
1384.6000,0.0790
1384.7000,0.4887
1384.8000,0.2032
1385.0000,0.3008
1385.2000,1.0000
1385.4000,1.0000
1385.5000,1.0000
1385.6000,0.8806
1385.7000,0.9419
1385.8000,0.9387
1385.9000,1.3194
1386.0000,1.0000
1386.1000,2.0000
1386.2000,0.4468
1386.3000,0.9629
1386.7000,0.4065
1386.8000,1.0065
1387.0000,0.8226
1387.1000,0.2323
1387.2000,1.3581
1387.3000,0.0516
1387.4000,0.4613
1387.5000,1.1290
1387.6000,2.0000
1387.7000,0.6823
1387.8000,0.9081
1387.9000,1.0000
1388.0000,0.0887
1388.4000,1.1161
1388.5000,1.0000
1388.6000,0.3774
1388.7000,0.2095
1388.8000,1.5742
1388.9000,1.3774
1389.0000,1.0000
1389.1000,2.0000
1389.2000,0.8677
1389.3000,1.2694
1389.5000,0.1048
1389.6000,1.0290
1389.7000,0.1194
1389.8000,1.3500
1389.9000,0.4806
1390.1000,0.8258
1390.2000,0.0127
1390.3000,0.5774
1390.4000,0.8484
1390.5000,1.4839
1390.6000,0.6730
1390.7000,1.8129
1390.8000,2.0000
1390.9000,2.0710
1391.0000,1.0000
1391.1000,0.4871
1391.2000,1.1823
1391.3000,0.5984
1391.4000,1.0000
1391.5000,1.4435
1391.6000,1.2889
1391.7000,1.4419
1391.8000,1.0000
1391.9000,1.8935
1392.0000,1.9355
1392.1000,1.0839
1392.2000,0.3778
1392.3000,2.3905
1392.4000,0.7806
1392.5000,0.3548
1392.6000,0.9302
1392.7000,1.0000
1392.8000,0.2000
1392.9000,2.6758
1393.0000,1.5000
1393.2000,1.0000
1393.3000,5.9460
1393.4000,1.5540
1393.5000,2.0000
1393.6000,2.8774
1393.7000,0.7111
1393.8000,1.7355
1393.9000,1.3258
1394.0000,1.0000
1394.1000,1.2290
1394.2000,1.1619
1394.3000,0.5226
1394.4000,0.6317
1394.5000,0.8810
1394.6000,1.0000
1394.7000,1.1097
1394.8000,0.6016
1394.9000,2.8242
1395.0000,1.5000
1395.1000,4.2694
1395.2000,12.6952
1395.3000,9.8921
1395.4000,7.1548
1395.5000,8.7742
1395.6000,12.7111
1395.7000,2.2508
1395.8000,4.3613
1395.9000,3.0000
1396.0000,1.6190
1396.1000,2.0258
1396.2000,3.6081
1396.3000,4.6413
1396.4000,3.7444
1396.5000,5.6290
1396.6000,11.4435
1396.7000,19.1065
1396.8000,51.0619
1396.9000,128.6286
1397.0000,213.4839
1397.1000,302.4190
1397.2000,284.3677
1397.3000,192.8355
1397.4000,124.0194
1397.5000,68.0000
1397.6000,24.0226
1397.7000,10.9587
1397.8000,8.7613
1397.9000,5.7435
1398.0000,2.8306
1398.1000,4.7774
1398.2000,6.0742
1398.3000,6.0839
1398.4000,4.9210
1398.5000,6.2661
1398.6000,3.0000
1398.7000,5.0921
1398.8000,4.9238
1398.9000,1.0000
1399.0000,3.0000
1399.1000,5.9742
1399.2000,2.2000
1399.3000,0.3161
1399.4000,3.5806
1399.5000,1.8226
1399.6000,2.6698
1399.7000,1.8159
1399.8000,0.0548
1399.9000,2.4694
1400.0000,3.7339
1400.1000,2.6952
1400.2000,0.4097
1400.3000,1.4667
1400.4000,4.0000
1400.5000,4.8810
1400.6000,4.9079
1400.7000,6.9810
1400.8000,3.1587
1400.9000,3.2667
1401.0000,5.6349
1401.1000,3.5048
1401.2000,1.0000
1401.3000,4.8286
1401.4000,2.0816
1401.5000,2.0000
1401.6000,1.0000
1401.7000,2.0000
1401.8000,2.7000
1401.9000,5.0000
1402.0000,2.5238
1402.1000,1.0000
1402.2000,2.5355
1402.3000,2.8667
1402.4000,5.4903
1402.5000,4.0000
1402.6000,2.0000
1402.7000,0.1484
1402.8000,4.4129
1402.9000,1.7397
1403.0000,1.8095
1403.1000,2.6355
1403.2000,1.0000
1403.3000,3.1097
1403.5000,1.0000
1403.6000,3.6081
1403.7000,3.0000
1403.8000,3.0000
1403.9000,4.5774
1404.0000,12.9524
1404.1000,12.2065
1404.2000,15.6857
1404.3000,24.0065
1404.4000,15.0000
1404.5000,21.1429
1404.6000,6.2889
1404.7000,4.3873
1404.8000,4.7143
1404.9000,3.2921
1405.0000,2.4524
1405.1000,3.2032
1405.2000,0.0532
1405.3000,2.0000
1405.4000,3.8619
1405.5000,3.6452
1405.6000,1.8694
1405.7000,2.3222
1405.8000,1.6810
1405.9000,0.4387
1406.0000,0.6774
1406.1000,0.2667
1406.2000,0.4159
1406.3000,0.0698
1406.4000,0.5065
1406.5000,2.0968
1406.6000,3.5968
1406.7000,2.0000
1406.8000,1.5081
1406.9000,0.4806
1407.0000,1.6429
1407.1000,1.6484
1407.2000,1.0000
1407.3000,1.2524
1407.4000,0.1476
1407.5000,1.5000
1407.6000,3.9016
1407.7000,1.4095
1407.8000,2.0000
1407.9000,2.0000
1408.0000,2.0000
1408.1000,2.5111
1408.2000,0.3048
1408.3000,4.3524
1408.4000,3.6226
1408.5000,4.0794
1408.6000,4.0000
1408.7000,5.9667
1408.8000,2.3667
1408.9000,3.7190
1409.0000,2.2540
1409.1000,1.1629
1409.2000,1.2952
1409.3000,1.0000
1409.4000,1.4476
1409.5000,0.6667
1409.6000,1.2667
1409.7000,3.0000
1409.8000,3.8000
1410.0000,0.0159
1410.1000,1.0000
1410.3000,1.6258
1410.5000,1.5873
1410.6000,0.7603
1410.7000,1.7730
1410.8000,1.3063
1410.9000,0.3206
1411.0000,1.3790
1411.1000,1.8127
1411.2000,2.5532
1411.3000,1.9460
1411.4000,2.0000
1411.5000,2.9516
1411.6000,0.4097
1411.7000,2.2323
1411.8000,0.3419
1411.9000,1.0000
1412.0000,1.0000
1412.1000,3.0000
1412.2000,1.0000
1412.3000,0.6778
1412.4000,1.7111
1412.5000,1.6111
1412.6000,0.9210
1412.7000,1.0000
1412.8000,0.0270
1412.9000,2.4810
1413.0000,0.9603
1413.1000,1.1323
1413.2000,0.1000
1413.3000,1.2635
1413.4000,0.1651
1413.5000,2.0000
1413.6000,1.5683
1413.7000,0.7524
1413.8000,1.0000
1413.9000,1.8000
1414.0000,1.3333
1414.1000,1.1274
1414.2000,1.3921
1414.3000,0.0758
1414.4000,1.4429
1414.5000,1.0000
1414.6000,3.0032
1414.8000,0.8935
1414.9000,1.9222
1415.0000,1.0000
1415.1000,0.1365
1415.2000,1.7302
1415.4000,1.7048
1415.5000,0.2381
1415.6000,2.5111
1415.7000,0.2774
1415.8000,0.8063
1415.9000,1.3524
1416.0000,1.0000
1416.1000,1.2349
1416.2000,0.3000
1416.3000,0.5758
1416.4000,1.0000
1416.5000,1.0635
1416.6000,0.0143
1416.7000,2.0000
1416.9000,2.2476
1417.0000,0.2381
1417.1000,2.1806
1417.2000,0.8698
1417.3000,1.0000
1417.4000,0.8349
1417.5000,0.3175
1417.8000,0.2468
1417.9000,1.0000
1418.0000,1.2937
1418.3000,3.6921
1418.4000,1.2730
1418.5000,3.0000
1418.6000,2.6016
1418.7000,3.8290
1418.8000,0.4323
1418.9000,2.2857
1419.0000,1.4603
1419.1000,0.9778
1419.2000,1.0000
1419.3000,1.0127
1419.4000,0.4698
1419.5000,0.0476
1419.6000,0.5651
1419.7000,0.0758
1419.9000,0.8905
1420.0000,1.2540
1420.1000,0.8694
1420.2000,0.3540
1420.3000,0.8365
1420.4000,1.0000
1420.5000,3.8175
1420.6000,0.9000
1420.7000,0.2254
1420.8000,1.5460
1420.9000,0.7556
1421.5000,1.3175
1421.6000,1.0000
1421.8000,1.0000
1421.9000,1.2730
1422.0000,0.2698
1422.1000,0.3825
1422.2000,1.0000
1422.3000,1.2161
1422.4000,1.0000
1422.5000,1.0000
1422.6000,1.0000
1422.8000,1.0000
1422.9000,1.4508
1423.0000,1.0000
1423.2000,1.9714
1423.3000,1.4730
1423.6000,1.9984
1423.7000,2.0063
1423.8000,1.0095
1423.9000,1.0444
1424.0000,1.9524
1424.1000,1.0508
1424.2000,1.9460
1424.4000,0.9698
1424.5000,0.4444
1424.7000,1.0000
1424.9000,1.8762
1425.0000,1.9365
1425.1000,1.4349
1425.3000,0.5683
1425.4000,1.8592
1425.5000,2.2619
1425.6000,0.0810
1425.8000,0.9159
1425.9000,2.1714
1426.0000,1.0873
1426.1000,0.5889
1426.3000,0.8476
1426.4000,1.0000
1426.5000,1.1746
1426.6000,1.0000
1426.7000,3.1810
1426.8000,1.0762
1426.9000,0.4222
1427.0000,4.7619
1427.1000,0.4190
1427.2000,2.9333
1427.3000,0.5683
1427.4000,2.7667
1427.5000,0.4206
1427.6000,2.0000
1427.7000,1.4333
1427.8000,2.8635
1427.9000,0.4460
1428.1000,0.4587
1428.2000,1.9143
1428.3000,1.0000
1428.4000,1.9619
1428.6000,2.0000
1428.7000,3.6349
1428.8000,0.0254
1428.9000,2.0286
1429.0000,2.0000
1429.2000,0.0254
1429.3000,1.5095
1429.4000,2.9651
1429.5000,0.4683
1429.6000,3.9095
1429.8000,2.9571
1430.0000,1.9286
1430.1000,0.5698
1430.2000,0.0841
1430.3000,0.4095
1430.4000,0.1031
1430.5000,0.6032
1430.6000,1.2349
1430.7000,0.7365
1430.8000,0.2875
1430.9000,0.6444
1431.0000,1.0000
1431.1000,1.3270
1431.2000,3.2508
1431.3000,2.3873
1431.4000,0.7953
1431.5000,2.0000
1431.6000,0.2206
1431.7000,1.4698
1431.8000,0.2492
1431.9000,2.2905
1432.0000,1.2778
1432.2000,2.3873
1432.3000,1.6254
1432.4000,1.0000
1432.6000,0.3556
1432.7000,2.8698
1432.8000,1.2317
1432.9000,1.8984
1433.0000,1.0000
1433.2000,1.0000
1433.3000,0.9635
1433.4000,0.4778
1433.5000,1.0000
1433.6000,1.0127
1434.0000,1.0000
1434.1000,1.9063
1434.2000,1.6141
1434.3000,0.8698
1434.5000,1.0000
1434.6000,1.6889
1434.7000,1.5937
1434.8000,1.7219
1434.9000,2.2476
1435.0000,1.5238
1435.1000,1.2875
1435.2000,0.8048
1435.3000,0.6873
1435.4000,0.1571
1435.5000,0.6429
1435.6000,1.8873
1435.7000,2.4016
1436.2000,0.0206
1436.4000,0.9429
1436.5000,2.1562
1436.6000,0.8984
1436.8000,0.8540
1436.9000,0.3238
1437.1000,0.5500
1437.2000,0.5016
1437.3000,0.2270
1437.6000,1.0000
1437.7000,0.1222
1437.8000,1.1969
1437.9000,1.0000
1438.0000,2.0952
1438.1000,1.0175
1438.2000,0.5127
1438.4000,0.4438
1438.6000,0.6095
1438.8000,0.3302
1438.9000,0.2000
1439.0000,2.2698
1439.2000,1.7905
1439.4000,0.3143
1439.5000,2.5079
1439.6000,0.9032
1439.9000,1.4810
1440.0000,0.0952
1440.1000,0.4460
1440.2000,0.0841
1440.3000,0.3875
1440.4000,1.0000
1440.5000,1.3651
1440.6000,2.3619
1440.7000,1.0000
1440.8000,1.7270
1440.9000,1.0000
1441.0000,2.3125
1441.1000,2.8794
1441.2000,1.5905
1441.3000,1.9328
1441.4000,4.0444
1441.5000,1.0079
1441.6000,3.6359
1441.7000,1.1656
1441.8000,5.0000
1441.9000,1.4333
1442.0000,5.6905
1442.1000,5.5587
1442.2000,15.5469
1442.3000,8.0000
1442.4000,6.6437
1442.5000,2.2698
1442.6000,6.6906
1442.7000,3.8687
1442.8000,2.9156
1442.9000,2.5281
1443.0000,3.0000
1443.1000,1.1873
1443.2000,0.8762
1443.3000,1.3397
1443.4000,2.0000
1443.5000,1.7381
1443.6000,1.5594
1443.7000,1.8143
1443.8000,0.3547
1443.9000,2.6766
1444.0000,0.4365
1444.1000,3.9476
1444.5000,1.1406
1444.6000,2.0344
1444.7000,0.2190
1444.8000,2.0000
1444.9000,1.3875
1445.0000,2.1563
1445.1000,1.1619
1445.2000,1.9333
1445.3000,1.0413
1445.4000,1.0000
1445.5000,2.5547
1445.6000,0.9063
1445.7000,3.7094
1445.8000,5.1857
1445.9000,7.8048
1446.0000,3.0000
1446.1000,3.8238
1446.2000,1.6302
1446.3000,4.6635
1446.4000,1.5381
1446.5000,1.0000
1446.7000,1.8188
1446.8000,2.0857
1446.9000,0.1841
1447.0000,0.2698
1447.1000,3.6190
1447.2000,1.8250
1447.3000,2.2438
1447.4000,1.9156
1447.5000,0.9219
1447.7000,1.4397
1447.8000,2.1063
1447.9000,1.6844
1448.0000,0.7891
1448.1000,1.0000
1448.2000,1.0000
1448.3000,1.1453
1448.4000,1.4078
1448.5000,1.0400
1448.6000,2.4984
1448.7000,2.0000
1448.8000,2.0000
1448.9000,1.0000
1449.0000,0.7031
1449.1000,3.2313
1449.2000,0.5719
1449.3000,0.3625
1449.4000,1.0000
1449.5000,3.0625
1449.6000,3.9719
1449.7000,1.5672
1449.8000,3.6391
1449.9000,1.0000
1450.0000,1.7734
1450.1000,3.0000
1450.2000,2.6672
1450.3000,1.0000
1450.4000,1.5540
1450.5000,3.0000
1450.6000,1.3381
1450.7000,1.1062
1450.9000,1.7875
1451.0000,0.7656
1451.1000,1.3238
1451.2000,2.7714
1451.3000,2.0000
1451.4000,1.9937
1451.5000,1.0000
1451.6000,1.8844
1451.8000,2.0000
1451.9000,2.7794
1452.0000,1.6641
1452.1000,1.1109
1452.2000,1.0000
1452.3000,0.9891
1452.4000,2.4359
1452.5000,0.5312
1452.6000,2.6859
1452.7000,1.7571
1452.8000,1.8000
1452.9000,1.6413
1453.0000,2.9206
1453.1000,3.0000
1453.2000,1.9125
1453.3000,1.6063
1453.4000,2.1656
1453.5000,0.7302
1453.6000,1.7125
1453.7000,0.2921
1453.8000,1.5906
1453.9000,3.9095
1454.0000,3.0000
1454.1000,0.3687
1454.2000,2.3444
1454.3000,1.4349
1454.4000,0.4344
1454.5000,0.6825
1454.6000,1.0953
1454.7000,0.4734
1455.1000,0.2750
1455.2000,1.7063
1455.3000,0.8603
1455.4000,1.1556
1455.5000,1.0156
1455.7000,2.6344
1455.8000,0.3094
1456.0000,1.1825
1456.1000,0.3794
1456.2000,0.9422
1456.3000,0.5109
1456.4000,0.9190
1456.5000,1.9453
1456.6000,1.7828
1456.7000,1.0000
1456.8000,1.2906
1456.9000,2.0000
1457.1000,0.9460
1457.2000,2.8656
1457.3000,0.1937
1457.5000,1.3437
1457.6000,0.1750
1457.7000,1.5563
1457.8000,1.9500
1458.0000,0.3810
1458.1000,0.7683
1458.2000,0.6672
1458.3000,1.1969
1458.4000,1.0000
1458.5000,0.9603
1458.6000,1.3766
1458.8000,0.2391
1458.9000,1.6547
1459.0000,1.1719
1459.1000,0.5172
1459.2000,4.6641
1459.4000,1.6000
1459.5000,1.7812
1459.6000,1.0000
1459.7000,0.0667
1459.9000,0.9270
1460.0000,0.6562
1460.1000,2.3143
1460.2000,0.1906
1460.3000,0.3781
1460.4000,1.1359
1460.5000,1.0000
1460.6000,1.5391
1460.7000,1.0000
1460.8000,1.0000
1460.9000,1.0000
1461.0000,2.4141
1461.1000,1.0000
1461.2000,2.8810
1461.3000,0.1516
1461.4000,0.2641
1461.6000,0.2375
1461.7000,0.5344
1461.8000,1.0500
1462.0000,0.2031
1462.1000,2.3625
1462.2000,0.3619
1462.3000,1.8812
1462.4000,1.4750
1462.5000,0.8906
1462.7000,1.4594
1462.8000,1.0000
1463.0000,0.9922
1463.1000,1.4078
1463.2000,1.0000
1463.3000,0.4781
1463.4000,1.3453
1463.5000,1.0000
1463.6000,1.0281
1463.7000,0.1812
1463.8000,1.3250
1464.1000,2.0000
1464.2000,1.0000
1464.3000,0.8063
1464.4000,0.8188
1464.5000,2.7656
1464.6000,1.0000
1464.7000,0.1313
1464.9000,1.0000
1465.0000,1.0000
1465.1000,1.0000
1465.2000,0.1359
1465.3000,0.8969
1465.5000,2.0000
1465.6000,1.0000
1465.8000,1.0000
1465.9000,1.0000
1466.0000,1.0000
1466.1000,1.7063
1466.2000,0.2531
1466.3000,0.3312
1466.4000,1.8312
1466.6000,0.1000
1466.7000,1.0000
1466.8000,2.4313
1467.0000,0.4646
1467.1000,1.0000
1467.3000,1.0000
1467.4000,0.1703
1467.5000,0.4141
1467.6000,1.0141
1467.7000,0.4016
1467.8000,0.8016
1467.9000,1.0000
1468.0000,0.6172
1468.1000,0.9825
1468.2000,0.5594
1468.3000,3.0000
1468.5000,0.6563
1468.6000,1.1688
1468.7000,0.5281
1468.9000,1.2719
1469.0000,0.3175
1469.1000,1.9125
1469.2000,0.5125
1469.4000,0.6000
1469.6000,0.8891
1469.9000,1.3109
1470.0000,1.0000
1470.2000,0.5266
1470.3000,1.8531
1470.4000,0.6734
1470.5000,0.2656
1470.6000,0.8656
1470.8000,1.9344
1471.0000,1.4688
1471.2000,1.0000
1471.3000,0.9344
1471.4000,0.6656
1471.6000,1.7156
1471.7000,0.4578
1471.8000,1.1156
1471.9000,1.6844
1472.0000,0.7266
1472.1000,3.8734
1472.2000,0.4734
1472.3000,0.2203
1472.4000,0.6531
1472.5000,0.5469
1472.6000,2.1109
1472.8000,0.0812
1473.0000,0.7031
1473.1000,1.7937
1473.2000,0.5031
1473.3000,2.0000
1473.4000,0.2875
1473.6000,0.0719
1473.7000,0.5281
1474.0000,0.6641
1474.1000,2.9031
1474.3000,0.3031
1474.4000,1.7672
1474.5000,0.3672
1474.6000,1.0172
1474.7000,0.8344
1474.9000,2.0000
1475.0000,0.4141
1475.1000,0.9781
1475.2000,0.3781
1475.3000,1.0000
1475.5000,1.3594
1475.6000,0.0687
1475.9000,1.0000
1476.0000,1.5000
1476.1000,0.8844
1476.3000,0.6662
1476.5000,0.5547
1476.6000,1.3406
1476.7000,0.2141
1476.8000,0.3859
1477.0000,1.6172
1477.2000,0.1516
1477.4000,0.0562
1477.5000,2.0156
1477.6000,0.7125
1477.9000,0.8656
1478.1000,0.6344
1478.2000,1.0000
1478.3000,0.5969
1478.4000,0.4250
1478.5000,1.0000
1478.6000,0.4359
1478.7000,0.0516
1478.8000,0.3328
1478.9000,0.7172
1479.1000,1.0000
1479.2000,0.2906
1479.3000,0.2391
1479.4000,0.6234
1479.5000,0.0156
1479.6000,1.3922
1479.7000,1.2354
1479.8000,1.8469
1479.9000,0.9250
1480.0000,0.9219
1480.1000,0.3015
1480.2000,1.3250
1480.5000,0.1846
1480.6000,1.0000
1480.7000,0.5813
1480.8000,1.0000
1480.9000,1.6656
1481.0000,1.4531
1481.1000,1.0953
1481.2000,1.0000
1481.3000,0.8508
1481.4000,0.4656
1481.5000,0.3923
1481.6000,0.9859
1481.7000,0.6354
1481.8000,0.2609
1481.9000,0.2431
1482.0000,0.5078
1482.1000,0.8631
1482.3000,0.6277
1482.5000,0.6250
1482.6000,0.4812
1482.7000,0.8719
1482.8000,0.5046
1482.9000,0.1187
1483.0000,0.7500
1483.1000,1.0000
1483.2000,0.9969
1483.5000,0.8692
1483.7000,1.0000
1483.8000,0.2391
1484.1000,0.3609
1484.2000,0.5406
1484.3000,0.9016
1484.4000,0.4754
1484.5000,0.2969
1484.6000,0.7719
1484.7000,0.4031
1484.8000,0.9656
1484.9000,0.6656
1485.0000,1.0000
1485.2000,1.0000
1485.3000,1.8094
1485.4000,2.0000
1485.6000,0.0831
1485.7000,2.0000
1485.8000,0.3391
1485.9000,1.9406
1486.1000,3.0000
1486.2000,0.8641
1486.3000,1.5047
1486.4000,1.2531
1486.5000,0.7615
1486.6000,1.0000
1486.7000,0.0708
1486.8000,0.3328
1487.0000,1.0000
1487.1000,1.4400
1487.2000,0.8000
1487.3000,1.6625
1487.4000,3.0000
1487.5000,1.7846
1487.6000,1.4812
1487.7000,1.6281
1487.8000,1.9938
1487.9000,0.7000
1488.0000,2.2812
1488.1000,7.1723
1488.2000,6.6781
1488.3000,6.3656
1488.4000,7.1484
1488.5000,6.7734
1488.6000,3.1062
1488.7000,6.2172
