title,Fdc1 @ 350 K - multiple X-axis,,,,,,,,,,,,,
plot_type,multi-line,,,,,,,,,,,,,
x_label,Time (ns),,,,,,,,,,,,,
y_label,Secondary structure (%),,,,,,,,,,,,,
x_unit,ns,,,,,,,,,,,,,
y_unit,%,,,,,,,,,,,,,
color,#000000,,#FD5200,,#0000FF,,#FF8000,,#68D2FB,,#000080,#009F00,,#800080
label,None,,Parallel Beta-sheet,,Anti Beta-sheet,,3-10 helix,,Alpha helix,,Pi(3-14) helix,Turn,,Bend
axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_y,axis_x,axis_y
8.066,0.24655,8.066,0.05819,8.066,0.13511,,,,,8.066,0,0.1716,8.066,0.15385
8.068,0.23669,8.068,0.06016,8.068,0.13314,,,,,8.068,0,0.17554,8.068,0.1568
8.07,0.24951,8.07,0.0503,8.07,0.13905,,,,,8.07,0.00986,0.16174,8.07,0.15976
8.072,0.24556,8.072,0.05819,8.072,0.13314,,,,,8.072,0,0.17258,8.072,0.15483
8.074,0.24951,8.074,0.05621,8.074,0.13511,,,,,8.074,0,0.17949,8.074,0.15779
8.076,0.24458,8.076,0.05819,8.076,0.13609,,,,,8.076,0,0.1785,8.076,0.15878
8.078,0.24458,8.078,0.05325,8.078,0.13609,,,,,8.078,0,0.17357,8.078,0.16174
8.08,0.24556,8.08,0.06312,8.08,0.12722,,,,,8.08,0,0.1785,8.08,0.15779
8.082,0.24063,8.082,0.06509,8.082,0.13215,,,,,8.082,0,0.17751,8.082,0.15187
8.084,0.2426,8.084,0.06213,8.084,0.13116,,,,,8.084,0.00493,0.17258,8.084,0.16272
8.086,0.24753,8.086,0.06312,8.086,0.13609,,,,,8.086,0,0.15582,8.086,0.15089
8.088,0.2426,8.088,0.05128,8.088,0.14004,,,,,8.088,0,0.17456,8.088,0.1568
8.09,0.23669,8.09,0.05819,8.09,0.13708,,,,,8.09,0.00493,0.18343,8.09,0.15582
8.092,0.24458,8.092,0.05819,8.092,0.13116,,,,,8.092,0,0.1854,8.092,0.15582
8.094,0.24951,8.094,0.06607,8.094,0.12821,,,,,8.094,0,0.17554,8.094,0.143
8.096,0.25049,8.096,0.06016,8.096,0.13116,,,,,8.096,0,0.17456,8.096,0.14892
8.098,0.25049,8.098,0.06213,8.098,0.13116,,,,,8.098,0.00493,0.18245,8.098,0.1568
8.1,0.26134,8.1,0.05917,8.1,0.12229,,,,,8.1,0.00493,0.17357,8.1,0.1499
8.102,0.24556,8.102,0.06213,8.102,0.13018,,,,,8.102,0,0.16469,8.102,0.15089
8.104,0.24753,8.104,0.06016,8.104,0.13018,,,,,8.104,0.00493,0.1854,8.104,0.14694
8.106,0.24852,8.106,0.05917,8.106,0.13116,,,,,8.106,0.00493,0.16469,8.106,0.1568
8.108,0.24951,8.108,0.0572,8.108,0.13609,,,,,8.108,0,0.15286,8.108,0.15582
8.11,0.24458,8.11,0.05917,8.11,0.13116,,,,,8.11,0,0.18245,8.11,0.15976
8.112,0.24162,8.112,0.06213,8.112,0.13511,,,,,8.112,0.00493,0.17554,8.112,0.15385
8.114,0.24458,8.114,0.05523,8.114,0.13511,,,,,8.114,0.00493,0.16667,8.114,0.15385
8.116,0.25148,8.116,0.05128,8.116,0.13314,,,,,8.116,0.00493,0.17554,8.116,0.15483
8.118,0.2426,8.118,0.05424,8.118,0.13708,,,,,8.118,0.00493,0.1716,8.118,0.15483
8.12,0.25148,8.12,0.0572,8.12,0.13215,,,,,8.12,0,0.17554,8.12,0.14793
8.122,0.24458,8.122,0.05917,8.122,0.13215,,,,,8.122,0.00493,0.15976,8.122,0.16272
8.124,0.23964,8.124,0.05621,8.124,0.13511,,,,,8.124,0,0.17258,8.124,0.16174
8.126,0.25049,8.126,0.05325,8.126,0.13511,,,,,8.126,0.00493,0.17357,8.126,0.14892
8.128,0.25444,8.128,0.05227,8.128,0.13905,,,,,8.128,0,0.16963,8.128,0.14497
8.13,0.2426,8.13,0.06213,8.13,0.13807,,,,,8.13,0,0.16765,8.13,0.15779
8.132,0.25148,8.132,0.05523,8.132,0.13807,,,,,8.132,0.00493,0.17751,8.132,0.14398
8.134,0.23964,8.134,0.06312,8.134,0.14103,,,,,8.134,0.00493,0.17357,8.134,0.15089
8.136,0.24655,8.136,0.06016,8.136,0.14201,,,,,8.136,0,0.17061,8.136,0.15286
8.138,0.25148,8.138,0.06016,8.138,0.13314,,,,,8.138,0,0.17357,8.138,0.15187
8.14,0.24458,8.14,0.06213,8.14,0.13314,,,,,8.14,0.00493,0.15385,8.14,0.15385
8.142,0.24458,8.142,0.05819,8.142,0.13905,,,,,8.142,0,0.17751,8.142,0.15286
8.144,0.24655,8.144,0.05917,8.144,0.13708,,,,,8.144,0.00493,0.16667,8.144,0.15878
8.146,0.2426,8.146,0.06607,8.146,0.13412,,,,,8.146,0.00493,0.17061,8.146,0.14596
8.148,0.23866,8.148,0.0572,8.148,0.13905,,,,,8.148,0.00493,0.18442,8.148,0.15582
8.15,0.24162,8.15,0.05917,8.15,0.13511,,,,,8.15,0,0.18343,8.15,0.15187
8.152,0.24359,8.152,0.05917,8.152,0.13511,,,,,8.152,0.00493,0.17554,8.152,0.15385
8.154,0.24951,8.154,0.05917,8.154,0.13116,,,,,8.154,0.00493,0.17554,8.154,0.14892
8.156,0.24556,8.156,0.05819,8.156,0.13018,,,,,8.156,0,0.17061,8.156,0.15976
8.158,0.25049,8.158,0.06114,8.158,0.13412,,,,,8.158,0.00493,0.17456,8.158,0.14596
8.16,0.24458,8.16,0.05523,8.16,0.13116,,,,,8.16,0,0.18442,8.16,0.15878
8.162,0.25641,8.162,0.0572,8.162,0.13314,,,,,8.162,0.00493,0.17949,8.162,0.14103
8.164,0.25148,8.164,0.06114,8.164,0.13018,,,,,8.164,0,0.16272,8.164,0.15286
8.166,0.24359,8.166,0.0641,8.166,0.13609,,,,,8.166,0,0.18343,8.166,0.14596
8.168,0.2426,8.168,0.06312,8.168,0.13215,,,,,8.168,0,0.16864,8.168,0.16075
8.17,0.24852,8.17,0.06312,8.17,0.13511,,,,,8.17,0.00493,0.19231,8.17,0.13215
8.172,0.25049,8.172,0.05621,8.172,0.13412,,,,,8.172,0,0.19231,8.172,0.1499
8.174,0.24458,8.174,0.06016,8.174,0.13708,,,,,8.174,0.00493,0.18639,8.174,0.15187
8.176,0.24063,8.176,0.06213,8.176,0.13609,,,,,8.176,0.00493,0.17258,8.176,0.15976
8.178,0.24655,8.178,0.05917,8.178,0.12919,,,,,8.178,0,0.1785,8.178,0.15385
8.18,0.24951,8.18,0.05325,8.18,0.13314,,,,,8.18,0,0.19231,8.18,0.14892
8.182,0.23866,8.182,0.06312,8.182,0.14103,,,,,8.182,0,0.1854,8.182,0.15582
8.184,0.23767,8.184,0.06312,8.184,0.14004,,,,,8.184,0,0.19034,8.184,0.14694
8.186,0.24359,8.186,0.06114,8.186,0.13609,,,,,8.186,0.00493,0.1716,8.186,0.15089
8.188,0.24951,8.188,0.05917,8.188,0.13511,,,,,8.188,0.00493,0.17258,8.188,0.14694
8.19,0.2426,8.19,0.05621,8.19,0.13905,,,,,8.19,0.00493,0.18245,8.19,0.16371
8.192,0.24753,8.192,0.05325,8.192,0.14201,,,,,8.192,0,0.1854,8.192,0.15089
8.194,0.25838,8.194,0.05819,8.194,0.12722,,,,,8.194,0,0.16174,8.194,0.14793
8.196,0.23767,8.196,0.06114,8.196,0.14398,,,,,8.196,0.00493,0.18047,8.196,0.14793
8.198,0.23471,8.198,0.0641,8.198,0.13905,,,,,8.198,0,0.16272,8.198,0.16075
8.2,0.24458,8.2,0.06312,8.2,0.13215,,,,,8.2,0.00493,0.17357,8.2,0.1499
8.202,0.25049,8.202,0.05227,8.202,0.13215,,,,,8.202,0,0.18442,8.202,0.1499
8.204,0.24162,8.204,0.05819,8.204,0.13807,,,,,8.204,0,0.18343,8.204,0.15779
8.206,0.2357,8.206,0.06312,8.206,0.13905,,,,,8.206,0.00493,0.1785,8.206,0.16075
8.208,0.25049,8.208,0.05128,8.208,0.13708,,,,,8.208,0.00493,0.16765,8.208,0.15878
8.21,0.24556,8.21,0.06312,8.21,0.12821,,,,,8.21,0,0.16272,8.21,0.16272
8.212,0.23767,8.212,0.0572,8.212,0.13807,,,,,8.212,0.00493,0.18047,8.212,0.15779
8.214,0.2426,8.214,0.05917,8.214,0.13905,,,,,8.214,0.00493,0.17456,8.214,0.1499
8.216,0.2357,8.216,0.06114,8.216,0.13807,,,,,8.216,0.00493,0.17949,8.216,0.15385
8.218,0.24852,8.218,0.05621,8.218,0.13314,,,,,8.218,0.00493,0.17456,8.218,0.15582
8.22,0.23373,8.22,0.06016,8.22,0.13314,,,,,8.22,0.00493,0.17751,8.22,0.16174
8.222,0.25049,8.222,0.0503,8.222,0.13609,,,,,8.222,0.00493,0.18245,8.222,0.15483
8.224,0.24753,8.224,0.05917,8.224,0.13708,,,,,8.224,0,0.1716,8.224,0.15187
8.226,0.24359,8.226,0.0641,8.226,0.13116,,,,,8.226,0,0.17357,8.226,0.15483
8.228,0.2426,8.228,0.06509,8.228,0.13116,,,,,8.228,0,0.18047,8.228,0.15878
8.23,0.24556,8.23,0.0572,8.23,0.13708,,,,,8.23,0,0.18343,8.23,0.14793
8.232,0.24852,8.232,0.0572,8.232,0.13412,,,,,8.232,0,0.19625,8.232,0.15089
8.234,0.25247,8.234,0.05523,8.234,0.13314,,,,,8.234,0.00493,0.1785,8.234,0.14892
8.236,0.24359,8.236,0.05227,8.236,0.13807,,,,,8.236,0.00493,0.18442,8.236,0.16075
8.238,0.24458,8.238,0.05424,8.238,0.13807,,,,,8.238,0,0.17653,8.238,0.16174
8.24,0.25049,8.24,0.06016,8.24,0.13314,,,,,8.24,0.00493,0.17357,8.24,0.15089
8.242,0.24655,8.242,0.06016,8.242,0.13314,,,,,8.242,0.00493,0.16469,8.242,0.15582
8.244,0.25247,8.244,0.0572,8.244,0.13807,,,,,8.244,0,0.17554,8.244,0.14694
8.246,0.25247,8.246,0.05523,8.246,0.13511,,,,,8.246,0,0.1716,8.246,0.15089
8.248,0.25049,8.248,0.05523,8.248,0.13807,,,,,8.248,0,0.1785,8.248,0.1499
8.25,0.24655,8.25,0.06016,8.25,0.13807,,,,,8.25,0,0.17456,8.25,0.1568
8.252,0.2426,8.252,0.06114,8.252,0.13807,,,,,8.252,0,0.1716,8.252,0.15483
8.254,0.24162,8.254,0.06114,8.254,0.13905,,,,,8.254,0.00493,0.17456,8.254,0.15187
8.256,0.23866,8.256,0.05424,8.256,0.14497,,,,,8.256,0,0.17061,8.256,0.1568
8.258,0.24458,8.258,0.06213,8.258,0.13708,,,,,8.258,0.00493,0.16469,8.258,0.16075
8.26,0.24458,8.26,0.05424,8.26,0.13708,,,,,8.26,0.00493,0.1716,8.26,0.16075
8.262,0.24359,8.262,0.05917,8.262,0.13511,,,,,8.262,0.00493,0.17653,8.262,0.15582
8.264,0.23274,8.264,0.0572,8.264,0.14694,,,,,8.264,0.00493,0.17653,8.264,0.15582
8.266,0.23669,8.266,0.0572,8.266,0.14793,,,,,8.266,0,0.16272,8.266,0.15286
8.268,0.24655,8.268,0.05917,8.268,0.13807,,,,,8.268,0.00493,0.16371,8.268,0.15187
8.27,0.24458,8.27,0.05621,8.27,0.13807,,,,,8.27,0.00493,0.1785,8.27,0.15582
8.272,0.23964,8.272,0.0572,8.272,0.14103,,,,,8.272,0.00493,0.16864,8.272,0.15582
8.274,0.2357,8.274,0.06213,8.274,0.13807,,,,,8.274,0.00493,0.17554,8.274,0.15286
8.276,0.25049,8.276,0.05917,8.276,0.13018,,,,,8.276,0.00493,0.1716,8.276,0.1568
8.278,0.24458,8.278,0.05523,8.278,0.14004,,,,,8.278,0,0.18738,8.278,0.15089
8.28,0.25345,8.28,0.05819,8.28,0.13215,,,,,8.28,0,0.16765,8.28,0.15582
8.282,0.24852,8.282,0.05424,8.282,0.13905,,,,,8.282,0,0.1785,8.282,0.14398
8.284,0.24359,8.284,0.07002,8.284,0.13215,,,,,8.284,0.00493,0.17061,8.284,0.14398
8.286,0.24556,8.286,0.06312,8.286,0.13609,,,,,8.286,0.00493,0.17653,8.286,0.14201
8.288,0.24556,8.288,0.05621,8.288,0.13807,,,,,8.288,0.00493,0.17456,8.288,0.16075
8.29,0.23866,8.29,0.05523,8.29,0.14004,,,,,8.29,0.00493,0.17061,8.29,0.15976
8.292,0.24162,8.292,0.0572,8.292,0.13807,,,,,8.292,0,0.20414,8.292,0.15286
8.294,0.24951,8.294,0.05917,8.294,0.13511,,,,,8.294,0.00493,0.16963,8.294,0.15187
8.296,0.24556,8.296,0.06016,8.296,0.13412,,,,,8.296,0.00493,0.17456,8.296,0.15483
8.298,0.24852,8.298,0.0572,8.298,0.13412,,,,,8.298,0.00493,0.18146,8.298,0.15385
8.3,0.24063,8.3,0.05523,8.3,0.14398,,,,,8.3,0.00493,0.17751,8.3,0.14497
8.302,0.24753,8.302,0.05523,8.302,0.13314,,,,,8.302,0,0.1785,8.302,0.15582
8.304,0.2574,8.304,0.05621,8.304,0.12722,,,,,8.304,0,0.16371,8.304,0.1568
8.306,0.24162,8.306,0.05227,8.306,0.14398,,,,,8.306,0.00493,0.19822,8.306,0.14103
8.308,0.24359,8.308,0.05227,8.308,0.143,,,,,8.308,0,0.18245,8.308,0.15187
8.31,0.24951,8.31,0.05819,8.31,0.13116,,,,,8.31,0.00493,0.18245,8.31,0.15385
8.312,0.24852,8.312,0.05917,8.312,0.13215,,,,,8.312,0.00493,0.18738,8.312,0.1568
8.314,0.24753,8.314,0.05621,8.314,0.12919,,,,,8.314,0,0.15878,8.314,0.16371
8.316,0.24359,8.316,0.05523,8.316,0.14004,,,,,8.316,0.00493,0.17653,8.316,0.14596
8.318,0.24556,8.318,0.05917,8.318,0.13511,,,,,8.318,0.00493,0.18935,8.318,0.15187
8.32,0.23767,8.32,0.06016,8.32,0.13905,,,,,8.32,0,0.1854,8.32,0.16075
8.322,0.24063,8.322,0.06213,8.322,0.13708,,,,,8.322,0,0.18738,8.322,0.15385
8.324,0.24162,8.324,0.05523,8.324,0.143,,,,,8.324,0.00493,0.16667,8.324,0.15385
8.326,0.23767,8.326,0.0572,8.326,0.13412,,,,,8.326,0,0.17949,8.326,0.16174
8.328,0.25148,8.328,0.06114,8.328,0.12919,,,,,8.328,0,0.19132,8.328,0.1499
8.33,0.24852,8.33,0.06213,8.33,0.13215,,,,,8.33,0,0.17258,8.33,0.15286
8.332,0.25838,8.332,0.0572,8.332,0.13314,,,,,8.332,0,0.16864,8.332,0.14004
8.334,0.25049,8.334,0.06114,8.334,0.13215,,,,,8.334,0.00493,0.17357,8.334,0.15385
8.336,0.25345,8.336,0.05621,8.336,0.13116,,,,,8.336,0.00493,0.16272,8.336,0.1568
8.338,0.25148,8.338,0.05325,8.338,0.14004,,,,,8.338,0.00493,0.17653,8.338,0.14694
8.34,0.24852,8.34,0.0572,8.34,0.13314,,,,,8.34,0.00493,0.18343,8.34,0.15976
8.342,0.23964,8.342,0.06016,8.342,0.143,,,,,8.342,0,0.16765,8.342,0.14694
8.344,0.24556,8.344,0.05917,8.344,0.13511,,,,,8.344,0.00493,0.1716,8.344,0.15089
8.346,0.23669,8.346,0.05523,8.346,0.143,,,,,8.346,0.00493,0.17258,8.346,0.1499
8.348,0.24162,8.348,0.06016,8.348,0.13215,,,,,8.348,0,0.19921,8.348,0.15385
8.35,0.25148,8.35,0.05917,8.35,0.12623,,,,,8.35,0.00493,0.18343,8.35,0.15483
8.352,0.24458,8.352,0.05917,8.352,0.143,,,,,8.352,0,0.16963,8.352,0.14596
8.354,0.25049,8.354,0.06114,8.354,0.13412,,,,,8.354,0.00986,0.15976,8.354,0.14694
8.356,0.25444,8.356,0.05325,8.356,0.13412,,,,,8.356,0.00493,0.17653,8.356,0.1499
8.358,0.24162,8.358,0.06016,8.358,0.13314,,,,,8.358,0.00493,0.17258,8.358,0.1568
8.36,0.24162,8.36,0.0572,8.36,0.13905,,,,,8.36,0.00493,0.17949,8.36,0.15483
8.362,0.2426,8.362,0.06114,8.362,0.13609,,,,,8.362,0.00493,0.17357,8.362,0.1499
8.364,0.24753,8.364,0.05523,8.364,0.14004,,,,,8.364,0.00493,0.18836,8.364,0.1499
8.366,0.24359,8.366,0.05325,8.366,0.14596,,,,,8.366,0.00493,0.18343,8.366,0.14892
8.368,0.24655,8.368,0.05621,8.368,0.13708,,,,,8.368,0,0.17456,8.368,0.15582
8.37,0.25838,8.37,0.04734,8.37,0.13314,,,,,8.37,0,0.17751,8.37,0.15286
8.372,0.25345,8.372,0.04635,8.372,0.13905,,,,,8.372,0,0.18935,8.372,0.15187
8.374,0.25444,8.374,0.05917,8.374,0.12623,,,,,8.374,0,0.17949,8.374,0.15187
8.376,0.25345,8.376,0.05917,8.376,0.12722,,,,,8.376,0.00493,0.15483,8.376,0.15187
8.378,0.25049,8.378,0.05819,8.378,0.13116,,,,,8.378,0.00493,0.16864,8.378,0.15976
8.38,0.24753,8.38,0.06213,8.38,0.13116,,,,,8.38,0.00493,0.1785,8.38,0.14398
8.382,0.25148,8.382,0.06016,8.382,0.12821,,,,,8.382,0.00493,0.17456,8.382,0.15187
8.384,0.24753,8.384,0.05621,8.384,0.13708,,,,,8.384,0,0.1785,8.384,0.1499
8.386,0.25937,8.386,0.04832,8.386,0.12821,,,,,8.386,0,0.18836,8.386,0.1499
8.388,0.24753,8.388,0.05917,8.388,0.13511,,,,,8.388,0.00493,0.18343,8.388,0.15089
8.39,0.24655,8.39,0.05128,8.39,0.13807,,,,,8.39,0.00493,0.18245,8.39,0.16075
8.392,0.24359,8.392,0.0572,8.392,0.13609,,,,,8.392,0,0.18442,8.392,0.14596
8.394,0.24655,8.394,0.05819,8.394,0.13116,,,,,8.394,0,0.18245,8.394,0.15385
8.396,0.25049,8.396,0.05621,8.396,0.13807,,,,,8.396,0,0.19231,8.396,0.13708
8.398,0.24753,8.398,0.0572,8.398,0.13018,,,,,8.398,0,0.18047,8.398,0.16174
8.4,0.24655,8.4,0.0572,8.4,0.13609,,,,,8.4,0.00493,0.16963,8.4,0.1499
8.402,0.24655,8.402,0.06016,8.402,0.13807,,,,,8.402,0.00493,0.16568,8.402,0.1568
8.404,0.25148,8.404,0.05523,8.404,0.13116,,,,,8.404,0,0.18442,8.404,0.15582
8.406,0.25345,8.406,0.05325,8.406,0.13314,,,,,8.406,0,0.16963,8.406,0.15286
8.408,0.24655,8.408,0.0572,8.408,0.13412,,,,,8.408,0.00493,0.1854,8.408,0.15483
8.41,0.24951,8.41,0.05424,8.41,0.13609,,,,,8.41,0.00493,0.19231,8.41,0.14398
8.412,0.25345,8.412,0.05917,8.412,0.13116,,,,,8.412,0.00493,0.16963,8.412,0.15187
8.414,0.25444,8.414,0.05523,8.414,0.12821,,,,,8.414,0.00493,0.17258,8.414,0.1499
8.416,0.25247,8.416,0.05621,8.416,0.12722,,,,,8.416,0,0.18738,8.416,0.15582
8.418,0.26331,8.418,0.04931,8.418,0.12821,,,,,8.418,0.00493,0.19231,8.418,0.14694
8.42,0.24162,8.42,0.0572,8.42,0.14004,,,,,8.42,0,0.16272,8.42,0.15878
8.422,0.25247,8.422,0.05424,8.422,0.13412,,,,,8.422,0,0.18442,8.422,0.14793
8.424,0.2574,8.424,0.0572,8.424,0.12821,,,,,8.424,0.00493,0.17949,8.424,0.14892
8.426,0.2574,8.426,0.05819,8.426,0.13116,,,,,8.426,0,0.18442,8.426,0.14793
8.428,0.26036,8.428,0.05621,8.428,0.13018,,,,,8.428,0.00493,0.18343,8.428,0.13708
8.43,0.25542,8.43,0.0503,8.43,0.13018,,,,,8.43,0,0.18935,8.43,0.16174
8.432,0.24655,8.432,0.05621,8.432,0.13215,,,,,8.432,0.00493,0.17751,8.432,0.15385
8.434,0.25641,8.434,0.05424,8.434,0.13215,,,,,8.434,0.00493,0.17751,8.434,0.1499
8.436,0.24655,8.436,0.05917,8.436,0.13412,,,,,8.436,0.00493,0.18245,8.436,0.14892
8.438,0.24655,8.438,0.05621,8.438,0.13609,,,,,8.438,0,0.18738,8.438,0.1499
8.44,0.25247,8.44,0.05128,8.44,0.13807,,,,,8.44,0,0.18442,8.44,0.14694
8.442,0.24063,8.442,0.0572,8.442,0.13905,,,,,8.442,0,0.17456,8.442,0.16075
8.444,0.25444,8.444,0.0503,8.444,0.13412,,,,,8.444,0.00493,0.17554,8.444,0.15779
8.446,0.24852,8.446,0.06016,8.446,0.13314,,,,,8.446,0,0.18442,8.446,0.15483
8.448,0.24162,8.448,0.0572,8.448,0.13807,,,,,8.448,0,0.18047,8.448,0.15187
8.45,0.24162,8.45,0.05523,8.45,0.143,,,,,8.45,0,0.16765,8.45,0.15976
8.452,0.24852,8.452,0.05819,8.452,0.13511,,,,,8.452,0,0.18836,8.452,0.15089
8.454,0.23767,8.454,0.0641,8.454,0.13708,,,,,8.454,0,0.1785,8.454,0.15582
8.456,0.24458,8.456,0.06312,8.456,0.13314,,,,,8.456,0,0.18047,8.456,0.15878
8.458,0.2426,8.458,0.05819,8.458,0.13905,,,,,8.458,0,0.1785,8.458,0.16075
8.46,0.24162,8.46,0.06607,8.46,0.13708,,,,,8.46,0.00493,0.17751,8.46,0.15286
8.462,0.24458,8.462,0.06114,8.462,0.14004,,,,,8.462,0,0.1716,8.462,0.14596
8.464,0.24753,8.464,0.05424,8.464,0.14103,,,,,8.464,0,0.17456,8.464,0.15483
8.466,0.25049,8.466,0.05917,8.466,0.13609,,,,,8.466,0,0.17653,8.466,0.15187
8.468,0.24753,8.468,0.05819,8.468,0.13412,,,,,8.468,0,0.17554,8.468,0.15582
8.47,0.24162,8.47,0.05128,8.47,0.14793,,,,,8.47,0,0.18738,8.47,0.15582
8.472,0.25049,8.472,0.05325,8.472,0.13609,,,,,8.472,0.00493,0.1716,8.472,0.15779
8.474,0.23669,8.474,0.06312,8.474,0.13708,,,,,8.474,0,0.18146,8.474,0.15187
8.476,0.24063,8.476,0.05621,8.476,0.143,,,,,8.476,0.00493,0.1716,8.476,0.15582
8.478,0.24753,8.478,0.05227,8.478,0.14103,,,,,8.478,0.00493,0.17258,8.478,0.1568
8.48,0.24655,8.48,0.06016,8.48,0.13018,,,,,8.48,0.00493,0.17061,8.48,0.15187
8.482,0.24063,8.482,0.05819,8.482,0.13905,,,,,8.482,0.00493,0.18047,8.482,0.1499
8.484,0.24852,8.484,0.05917,8.484,0.13708,,,,,8.484,0.00493,0.16963,8.484,0.15089
8.486,0.25049,8.486,0.05325,8.486,0.13314,,,,,8.486,0.00493,0.1716,8.486,0.15385
8.488,0.24162,8.488,0.05621,8.488,0.13905,,,,,8.488,0,0.18343,8.488,0.15878
8.49,0.25345,8.49,0.04931,8.49,0.13412,,,,,8.49,0.00493,0.17258,8.49,0.1568
8.492,0.24458,8.492,0.05523,8.492,0.14103,,,,,8.492,0.00493,0.16864,8.492,0.1499
8.494,0.25641,8.494,0.05819,8.494,0.12821,,,,,8.494,0.00493,0.16963,8.494,0.15582
8.496,0.25838,8.496,0.06016,8.496,0.12623,,,,,8.496,0.00493,0.18639,8.496,0.14596
8.498,0.24753,8.498,0.05819,8.498,0.13708,,,,,8.498,0,0.17751,8.498,0.15385
8.5,0.24162,8.5,0.05523,8.5,0.14004,,,,,8.5,0.00493,0.16667,8.5,0.16371
8.502,0.24753,8.502,0.04832,8.502,0.14004,,,,,8.502,0,0.18836,8.502,0.15779
8.504,0.24951,8.504,0.06114,8.504,0.12722,,,,,8.504,0.00493,0.18442,8.504,0.1499
8.506,0.2357,8.506,0.06114,8.506,0.143,,,,,8.506,0.00493,0.17751,8.506,0.15976
8.508,0.25247,8.508,0.0572,8.508,0.13018,,,,,8.508,0,0.17357,8.508,0.16075
8.51,0.24556,8.51,0.05621,8.51,0.13708,,,,,8.51,0,0.17653,8.51,0.15779
8.512,0.24458,8.512,0.05325,8.512,0.13807,,,,,8.512,0.00493,0.1785,8.512,0.15483
8.514,0.24359,8.514,0.05325,8.514,0.12919,,,,,8.514,0.00493,0.17456,8.514,0.16765
8.516,0.25444,8.516,0.05621,8.516,0.13412,,,,,8.516,0,0.16963,8.516,0.14004
8.518,0.24162,8.518,0.05819,8.518,0.14103,,,,,8.518,0.00493,0.17061,8.518,0.14892
8.52,0.2357,8.52,0.05819,8.52,0.14004,,,,,8.52,0,0.18343,8.52,0.15483
8.522,0.2426,8.522,0.05819,8.522,0.13511,,,,,8.522,0,0.19132,8.522,0.15582
8.524,0.24162,8.524,0.05325,8.524,0.14004,,,,,8.524,0.00493,0.19034,8.524,0.15582
8.526,0.24063,8.526,0.0572,8.526,0.13609,,,,,8.526,0.00493,0.16075,8.526,0.16667
8.528,0.23669,8.528,0.06706,8.528,0.13215,,,,,8.528,0.00493,0.18047,8.528,0.15582
8.53,0.23964,8.53,0.0572,8.53,0.14201,,,,,8.53,0,0.18639,8.53,0.15878
8.532,0.24951,8.532,0.05621,8.532,0.13314,,,,,8.532,0.00493,0.16667,8.532,0.1499
8.534,0.25049,8.534,0.05917,8.534,0.13609,,,,,8.534,0.00493,0.16667,8.534,0.15286
8.536,0.24655,8.536,0.05227,8.536,0.14004,,,,,8.536,0,0.16174,8.536,0.15385
8.538,0.26134,8.538,0.05424,8.538,0.12821,,,,,8.538,0.00493,0.17258,8.538,0.15187
8.54,0.24852,8.54,0.05819,8.54,0.13314,,,,,8.54,0.00493,0.16568,8.54,0.16765
8.542,0.24951,8.542,0.05523,8.542,0.13412,,,,,8.542,0.00493,0.18639,8.542,0.15286
8.544,0.24359,8.544,0.06509,8.544,0.13412,,,,,8.544,0,0.1785,8.544,0.15286
8.546,0.24655,8.546,0.05819,8.546,0.13116,,,,,8.546,0.00493,0.16174,8.546,0.16371
8.548,0.2357,8.548,0.06312,8.548,0.14103,,,,,8.548,0,0.19132,8.548,0.15779
8.55,0.23866,8.55,0.05917,8.55,0.143,,,,,8.55,0,0.1785,8.55,0.15089
8.552,0.2426,8.552,0.0572,8.552,0.14201,,,,,8.552,0.00493,0.16963,8.552,0.15286
8.554,0.25641,8.554,0.05424,8.554,0.13609,,,,,8.554,0,0.16765,8.554,0.15385
8.556,0.2574,8.556,0.05621,8.556,0.13116,,,,,8.556,0.00493,0.18146,8.556,0.14497
8.558,0.24753,8.558,0.05325,8.558,0.13708,,,,,8.558,0,0.17554,8.558,0.15878
8.56,0.24951,8.56,0.05917,8.56,0.13314,,,,,8.56,0.00493,0.1716,8.56,0.15483
8.562,0.25049,8.562,0.0572,8.562,0.13807,,,,,8.562,0.00493,0.18047,8.562,0.1499
8.564,0.25247,8.564,0.05523,8.564,0.13609,,,,,8.564,0.00493,0.16174,8.564,0.15187
8.566,0.24655,8.566,0.05424,8.566,0.13511,,,,,8.566,0,0.17456,8.566,0.15582
8.568,0.25049,8.568,0.05621,8.568,0.13807,,,,,8.568,0,0.16568,8.568,0.16272
8.57,0.24852,8.57,0.05917,8.57,0.13215,,,,,8.57,0,0.17357,8.57,0.15878
8.572,0.24359,8.572,0.06312,8.572,0.13215,,,,,8.572,0.00493,0.16765,8.572,0.16371
8.574,0.24951,8.574,0.06213,8.574,0.13412,,,,,8.574,0,0.17456,8.574,0.15089
8.576,0.25148,8.576,0.0572,8.576,0.12919,,,,,8.576,0,0.17949,8.576,0.14596
8.578,0.24359,8.578,0.06213,8.578,0.13018,,,,,8.578,0,0.1854,8.578,0.15286
8.58,0.25049,8.58,0.05523,8.58,0.13609,,,,,8.58,0,0.18836,8.58,0.14892
8.582,0.25247,8.582,0.05424,8.582,0.13609,,,,,8.582,0.00493,0.16469,8.582,0.15385
8.584,0.23373,8.584,0.06016,8.584,0.14201,,,,,8.584,0.00493,0.17456,8.584,0.16174
