title,p27 - MD results - multiple x,,,,,,
plot_type,grid-line,,,,,,
x_label,Time (ns),,,,,,
color,#000000,,#FD5200,,#0000FF,,#FF8000
label,Radius of Gyration,,Surface Area,,PA,,EHSS
y_labels,Rg (AA),,SASA (A^2),,CCS (A^2),,CCS (A^2)
label_unit,A,,A2,,A2,,A2
axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_x,axis_y
4.918,31.4509,4.918,24242.916,4.918,4693.84,4.918,6187.89
4.92,31.4224,4.92,24293.2953,4.92,4690.37,4.92,6184.03
4.922,31.3427,4.922,24004.2491,4.922,4673.55,4.922,6159.15
4.924,31.4051,4.924,24453.0435,4.924,4684.43,4.924,6173.66
4.926,31.4432,4.926,24441.2158,4.926,4678.93,4.926,6159.66
4.928,31.383,4.928,24334.2383,4.928,4689.19,4.928,6184.93
4.93,31.2983,4.93,24402.7581,4.93,4672.87,4.93,6151.71
4.932,31.3383,4.932,24513.2133,4.932,4680.33,4.932,6164.24
4.934,31.3478,4.934,24270.0189,4.934,4679.88,4.934,6169.31
4.936,31.4422,4.936,24551.427,4.936,4690.24,4.936,6182.77
4.938,31.3744,4.938,24492.0119,4.938,4697.09,4.938,6197.79
4.94,31.3549,4.94,23984.1813,4.94,4674.77,4.94,6163.76
4.942,31.4225,4.942,24497.1893,4.942,4691.51,4.942,6188.33
4.944,31.4171,4.944,24539.8532,4.944,4689.68,4.944,6182.33
4.946,31.4271,4.946,24620.9465,4.946,4691.36,4.946,6178.46
4.948,31.4345,4.948,24629.8423,4.948,4696.84,4.948,6188.93
4.95,31.4311,4.95,24633.6151,4.95,4689.15,4.95,6176.04
4.952,31.3855,4.952,23657.1293,4.952,4677.82,4.952,6165.93
4.954,31.3157,4.954,23682.1239,4.954,4670.3,4.954,6154.99
4.956,31.2999,4.956,24405.7018,4.956,4674.31,4.956,6160.24
4.958,31.2786,4.958,24084.2153,4.958,4679.74,4.958,6172.67
4.96,31.3425,4.96,25016.152,4.96,4686.65,4.96,6179.58
4.962,31.4192,4.962,24735.1684,4.962,4693.92,4.962,6187.91
4.964,31.3719,4.964,24434.7923,4.964,4684.34,4.964,6177.32
4.966,31.4209,4.966,25073.0996,4.966,4696.32,4.966,6195.43
4.968,31.4493,4.968,24396.3654,4.968,4690.13,4.968,6188.4
4.97,31.4139,4.97,24316.3405,4.97,4684.37,4.97,6172.98
4.972,31.4054,4.972,24308.4109,4.972,4695.07,4.972,6197.93
4.974,31.436,4.974,24488.9108,4.974,4689.34,4.974,6179.94
4.976,31.3958,4.976,24038.4793,4.976,4686.66,4.976,6179.28
4.978,31.4125,4.978,24280.9874,4.978,4685.97,4.978,6179.41
4.98,31.5141,4.98,24596.9806,4.98,4700.16,4.98,6193.36
4.982,31.424,4.982,23952.4278,4.982,4683.36,4.982,6174.25
4.984,31.3633,4.984,24038.8915,4.984,4675.41,4.984,6157.04
4.986,31.4634,4.986,24328.3824,4.986,4690.34,4.986,6175.63
4.988,31.4516,4.988,24163.0014,4.988,4685,4.988,6180.59
4.99,31.428,4.99,24345.6133,4.99,4682.28,4.99,6171.66
4.992,31.4484,4.992,24470.2833,4.992,4686.37,4.992,6174.7
4.994,31.3087,4.994,24074.6241,4.994,4672.4,4.994,6156.69
4.996,31.3291,4.996,24138.0775,4.996,4672.07,4.996,6159.18
4.998,31.3887,4.998,24189.9107,4.998,4690.33,4.998,6184.33
5,31.325,5,24152.1807,5,4665.69,5,6151.34
5.002,31.3554,5.002,24356.0936,5.002,4682.9,5.002,6167.6
5.004,31.3431,5.004,24026.7684,5.004,4687.83,5.004,6182.18
5.006,31.312,5.006,24248.0865,5.006,4667.3,5.006,6159.87
5.008,31.3893,5.008,24338.4373,5.008,4694.51,5.008,6196.16
5.01,31.3637,5.01,24723.8714,5.01,4685.96,5.01,6177.18
5.012,31.3029,5.012,24270.9132,5.012,4675.63,5.012,6166.17
5.014,31.3557,5.014,23966.2872,5.014,4671.05,5.014,6158.69
5.016,31.3831,5.016,24349.4457,5.016,4676.33,5.016,6166.84
5.018,31.3677,5.018,23860.1981,5.018,4671.46,5.018,6152.62
5.02,31.3172,5.02,23854.2704,5.02,4677.96,5.02,6166.63
5.022,31.3402,5.022,24275.8931,5.022,4690.06,5.022,6184.78
5.024,31.2826,5.024,23834.6558,5.024,4671.77,5.024,6150.88
5.026,31.3194,5.026,24619.4948,5.026,4687.77,5.026,6174.42
5.028,31.338,5.028,24322.1847,5.028,4678.16,5.028,6163.69
5.03,31.356,5.03,24392.0912,5.03,4682.23,5.03,6172.59
5.032,31.3141,5.032,24099.6036,5.032,4665.8,5.032,6149.87
5.034,31.2617,5.034,23562.5963,5.034,4656.64,5.034,6134.62
5.036,31.3998,5.036,24306.826,5.036,4688.13,5.036,6180
5.038,31.3965,5.038,23975.4152,5.038,4678.57,5.038,6169.7
5.04,31.4086,5.04,23935.7582,5.04,4689.14,5.04,6180.05
5.042,31.4287,5.042,24257.2413,5.042,4681.53,5.042,6169.72
5.044,31.3944,5.044,24229.019,5.044,4691.65,5.044,6184.36
5.046,31.3689,5.046,24345.0593,5.046,4686.87,5.046,6181.76
5.048,31.3993,5.048,24295.2978,5.048,4694.57,5.048,6186.77
5.05,31.3366,5.05,23985.9627,5.05,4676.81,5.05,6164.71
5.052,31.3405,5.052,23851.5781,5.052,4681.95,5.052,6170.74
5.054,31.3464,5.054,24514.2789,5.054,4685.43,5.054,6175.43
5.056,31.3611,5.056,23946.4964,5.056,4672.36,5.056,6163.54
5.058,31.3699,5.058,23589.5294,5.058,4679.77,5.058,6176.55
5.06,31.4433,5.06,24595.5554,5.06,4697.24,5.06,6193.36
5.062,31.431,5.062,24252.9424,5.062,4695.29,5.062,6191.49
5.064,31.4526,5.064,24469.4145,5.064,4693.58,5.064,6185
5.066,31.3942,5.066,24744.6149,5.066,4693.07,5.066,6184.09
5.068,31.3653,5.068,24239.5485,5.068,4681.36,5.068,6170.08
5.07,31.3911,5.07,23973.8079,5.07,4682.14,5.07,6161.77
5.072,31.3749,5.072,23898.276,5.072,4684.04,5.072,6164.36
5.074,31.441,5.074,24194.926,5.074,4689.97,5.074,6174.76
5.076,31.4734,5.076,24392.9916,5.076,4698.93,5.076,6180.13
5.078,31.3739,5.078,24259.2687,5.078,4684.52,5.078,6164.41
5.08,31.3348,5.08,24087.2211,5.08,4680.74,5.08,6164.28
5.082,31.3982,5.082,24301.4467,5.082,4694.94,5.082,6187.78
5.084,31.4358,5.084,24249.4649,5.084,4694.09,5.084,6179.58
5.086,31.4543,5.086,24798.3206,5.086,4694.53,5.086,6190.08
5.088,31.3799,5.088,23898.052,5.088,4692.71,5.088,6185.39
5.09,31.3323,5.09,24027.134,5.09,4692.39,5.09,6182.82
5.092,31.3779,5.092,24482.9003,5.092,4692.01,5.092,6173.66
5.094,31.4028,5.094,24324.2223,5.094,4700.08,5.094,6196.53
5.096,31.3787,5.096,24360.5032,5.096,4697.2,5.096,6188.04
5.098,31.4373,5.098,24289.059,5.098,4699.05,5.098,6186.35
5.1,31.3837,5.1,24365.632,5.1,4682.48,5.1,6167.37
5.102,31.4292,5.102,24475.0503,5.102,4699.18,5.102,6191.38
5.104,31.3719,5.104,24063.7073,5.104,4679.92,5.104,6160.24
5.106,31.4006,5.106,24436.4651,5.106,4691.07,5.106,6178.98
5.108,31.3375,5.108,24014.8129,5.108,4675.99,5.108,6157.63
5.11,31.3297,5.11,24424.538,5.11,4685.27,5.11,6174.87
5.112,31.4009,5.112,24192.2741,5.112,4693.94,5.112,6189.99
5.114,31.4017,5.114,24121.4216,5.114,4690.91,5.114,6187.07
5.116,31.3823,5.116,24196.3953,5.116,4694.06,5.116,6188.44
5.118,31.2683,5.118,23535.2403,5.118,4663.89,5.118,6145.51
5.12,31.3474,5.12,24401.5247,5.12,4679.41,5.12,6168.92
5.122,31.4065,5.122,23976.7459,5.122,4682.93,5.122,6170.76
5.124,31.4503,5.124,24405.6274,5.124,4689.56,5.124,6175.55
5.126,31.3373,5.126,24071.0468,5.126,4679.97,5.126,6170.4
5.128,31.3237,5.128,24215.3156,5.128,4675.62,5.128,6157.13
5.13,31.2901,5.13,24180.7406,5.13,4684.5,5.13,6176.71
5.132,31.3109,5.132,24626.3306,5.132,4691.46,5.132,6181.42
5.134,31.3129,5.134,24387.9901,5.134,4688.69,5.134,6183.16
5.136,31.3706,5.136,24139.0549,5.136,4681.12,5.136,6166.52
5.138,31.3761,5.138,24020.9903,5.138,4671.81,5.138,6154.52
5.14,31.3837,5.14,23977.8491,5.14,4686.02,5.14,6170.9
5.142,31.2961,5.142,23749.4624,5.142,4681.31,5.142,6170.01
5.144,31.3761,5.144,24744.6417,5.144,4687.1,5.144,6177.43
5.146,31.3598,5.146,24370.301,5.146,4691.78,5.146,6190.82
5.148,31.2782,5.148,23915.0774,5.148,4673.54,5.148,6162.81
5.15,31.3032,5.15,23811.3951,5.15,4677.68,5.15,6166.28
5.152,31.3478,5.152,24286.9517,5.152,4695.47,5.152,6185.45
5.154,31.3143,5.154,24277.0672,5.154,4678.21,5.154,6162.12
5.156,31.314,5.156,23798.9514,5.156,4676.49,5.156,6161.45
5.158,31.419,5.158,24548.7802,5.158,4696.91,5.158,6193.63
5.16,31.3692,5.16,24048.5579,5.16,4682.14,5.16,6165.71
5.162,31.3728,5.162,24305.9603,5.162,4687.85,5.162,6184.09
5.164,31.3446,5.164,23887.6314,5.164,4685.31,5.164,6173.1
5.166,31.4364,5.166,24293.8145,5.166,4694.84,5.166,6186.31
5.168,31.4964,5.168,24408.8929,5.168,4695.74,5.168,6189.57
5.17,31.3988,5.17,24444.579,5.17,4688.88,5.17,6180.86
5.172,31.338,5.172,24112.5359,5.172,4681.48,5.172,6168.45
5.174,31.2991,5.174,24195.9532,5.174,4675.97,5.174,6164.56
5.176,31.2875,5.176,24198.7199,5.176,4674.66,5.176,6161.71
5.178,31.2874,5.178,24242.2538,5.178,4681.36,5.178,6177.04
5.18,31.3663,5.18,24277.5052,5.18,4681.7,5.18,6164.47
5.182,31.3144,5.182,24113.6748,5.182,4672.3,5.182,6153.63
5.184,31.3055,5.184,23990.5942,5.184,4674.85,5.184,6162.26
5.186,31.3458,5.186,24103.8912,5.186,4689.1,5.186,6187.16
5.188,31.4021,5.188,24568.34,5.188,4698.69,5.188,6195.33
5.19,31.3562,5.19,24140.9046,5.19,4685,5.19,6175.14
5.192,31.383,5.192,24310.0748,5.192,4681.05,5.192,6170.99
5.194,31.4182,5.194,24556.2092,5.194,4697.75,5.194,6195.56
5.196,31.3864,5.196,24265.4953,5.196,4679.67,5.196,6164.3
5.198,31.4601,5.198,24558.3309,5.198,4698.22,5.198,6188.11
5.2,31.3429,5.2,24302.021,5.2,4682.75,5.2,6168.78
5.202,31.3392,5.202,24418.3314,5.202,4680.94,5.202,6166.08
5.204,31.3542,5.204,24678.1452,5.204,4688.97,5.204,6174.56
5.206,31.2888,5.206,23897.1127,5.206,4665.4,5.206,6142
5.208,31.3529,5.208,24270.2725,5.208,4683.93,5.208,6173.16
5.21,31.3655,5.21,24083.2507,5.21,4679.42,5.21,6163.85
5.212,31.4076,5.212,23988.0295,5.212,4686.1,5.212,6182.81
5.214,31.4156,5.214,24813.2578,5.214,4695.96,5.214,6186.93
5.216,31.3204,5.216,24005.4257,5.216,4682.89,5.216,6171.72
5.218,31.2574,5.218,24023.4091,5.218,4671.82,5.218,6155.67
5.22,31.3505,5.22,24348.0959,5.22,4677.33,5.22,6154.41
5.222,31.3687,5.222,24017.6663,5.222,4698.73,5.222,6193.23
5.224,31.3734,5.224,24839.7116,5.224,4683.26,5.224,6162.86
5.226,31.3809,5.226,24210.0099,5.226,4677.89,5.226,6163.99
5.228,31.4516,5.228,24811.5759,5.228,4698.57,5.228,6199.04
5.23,31.4633,5.23,24394.2038,5.23,4690.2,5.23,6185.02
5.232,31.416,5.232,24412.8478,5.232,4694.04,5.232,6189.36
5.234,31.3669,5.234,24157.9846,5.234,4684.37,5.234,6172.85
5.236,31.3526,5.236,24235.9789,5.236,4673.11,5.236,6152.6
5.238,31.3135,5.238,24250.9832,5.238,4681.55,5.238,6173.65
5.24,31.3598,5.24,23951.6768,5.24,4675.04,5.24,6164.34
5.242,31.3913,5.242,23858.9011,5.242,4682.71,5.242,6165.72
5.244,31.4112,5.244,24142.6973,5.244,4686.17,5.244,6169.31
5.246,31.3848,5.246,24291.1769,5.246,4685.76,5.246,6177.02
5.248,31.3786,5.248,24209.8945,5.248,4676.59,5.248,6155.49
5.25,31.4268,5.25,24680.6954,5.25,4687.93,5.25,6172.9
5.252,31.5115,5.252,24511.396,5.252,4702.42,5.252,6200.89
5.254,31.4021,5.254,24218.0357,5.254,4698.14,5.254,6199.9
5.256,31.3605,5.256,23933.7748,5.256,4681.64,5.256,6167.33
5.258,31.4209,5.258,24675.7783,5.258,4704.41,5.258,6203.74
5.26,31.3561,5.26,24041.0123,5.26,4680.49,5.26,6168.82
5.262,31.3622,5.262,24683.1362,5.262,4694.35,5.262,6187.78
5.264,31.3311,5.264,24260.6489,5.264,4683.25,5.264,6168.66
5.266,31.3554,5.266,24308.8482,5.266,4680.05,5.266,6168.56
5.268,31.2885,5.268,24385.2763,5.268,4676.47,5.268,6157.18
5.27,31.3166,5.27,24548.135,5.27,4679.09,5.27,6161.22
5.272,31.3441,5.272,24582.5655,5.272,4681.97,5.272,6170.24
5.274,31.3243,5.274,24020.5936,5.274,4671.78,5.274,6159.57
5.276,31.4257,5.276,24387.3585,5.276,4699.31,5.276,6194.18
5.278,31.4511,5.278,24919.2369,5.278,4702.23,5.278,6203.6
5.28,31.4396,5.28,24565.7243,5.28,4697.14,5.28,6189.43
5.282,31.3422,5.282,23989.7011,5.282,4674.5,5.282,6151.53
5.284,31.3182,5.284,24390.9562,5.284,4679.9,5.284,6164.62
5.286,31.3769,5.286,24478.803,5.286,4692.07,5.286,6184.17
5.288,31.3601,5.288,24485.0047,5.288,4688.7,5.288,6177.95
5.29,31.4112,5.29,24987.5394,5.29,4697.07,5.29,6186.41
5.292,31.4244,5.292,24439.4402,5.292,4683.28,5.292,6168.04
5.294,31.4258,5.294,24808.2981,5.294,4700.32,5.294,6194.73
5.296,31.3373,5.296,24359.7669,5.296,4685.51,5.296,6172.94
5.298,31.2644,5.298,23914.724,5.298,4666.04,5.298,6139.32
5.3,31.3178,5.3,24605.6955,5.3,4684.53,5.3,6173.67
5.302,31.3663,5.302,24854.3597,5.302,4691,5.302,6179.98
5.304,31.3786,5.304,24216.321,5.304,4694.66,5.304,6189.9
5.306,31.3384,5.306,24144.0466,5.306,4683.39,5.306,6165.5
5.308,31.4231,5.308,24826.2522,5.308,4694.88,5.308,6184.14
5.31,31.4499,5.31,24412.8232,5.31,4688.41,5.31,6173.79
5.312,31.4629,5.312,24608.6226,5.312,4690.39,5.312,6172.12
5.314,31.412,5.314,24573.7818,5.314,4683.53,5.314,6165.71
5.316,31.3674,5.316,24184.716,5.316,4674.38,5.316,6161.62
5.318,31.3975,5.318,23909.9867,5.318,4678.51,5.318,6161.32
5.32,31.5185,5.32,24588.0283,5.32,4695.91,5.32,6184.07
5.322,31.4641,5.322,24482.4526,5.322,4700.19,5.322,6196.38
5.324,31.5074,5.324,24918.7478,5.324,4708.29,5.324,6212.23
5.326,31.4307,5.326,24341.0708,5.326,4696.34,5.326,6190.52
5.328,31.4171,5.328,24332.3791,5.328,4683.98,5.328,6175.73
5.33,31.418,5.33,24482.4664,5.33,4692.34,5.33,6181.84
5.332,31.3419,5.332,24375.6846,5.332,4684.08,5.332,6174.01
5.334,31.2789,5.334,23477.0525,5.334,4668.85,5.334,6148.66
5.336,31.3968,5.336,24298.8531,5.336,4686.56,5.336,6177.23
5.338,31.4182,5.338,24125.656,5.338,4683,5.338,6174.24
5.34,31.418,5.34,23913.8595,5.34,4681.68,5.34,6165.38
5.342,31.3417,5.342,23729.2491,5.342,4675.7,5.342,6158.14
5.344,31.4216,5.344,24765.1819,5.344,4693.74,5.344,6182.31
5.346,31.3733,5.346,23875.0585,5.346,4674.67,5.346,6150.76
5.348,31.3761,5.348,24184.7637,5.348,4678.15,5.348,6164.75
5.35,31.2491,5.35,23990.4962,5.35,4659.65,5.35,6135.71
5.352,31.2598,5.352,23568.8407,5.352,4660.86,5.352,6136.08
5.354,31.2723,5.354,23923.18,5.354,4669.07,5.354,6147.56
5.356,31.2805,5.356,23960.9226,5.356,4681.15,5.356,6171.54
5.358,31.2241,5.358,23977.4999,5.358,4660.73,5.358,6138.68
5.36,31.229,5.36,24051.6858,5.36,4668.13,5.36,6148.13
5.362,31.26,5.362,24217.9408,5.362,4667.36,5.362,6152.8
5.364,31.3713,5.364,24082.268,5.364,4678.8,5.364,6163.69
5.366,31.4366,5.366,24564.8802,5.366,4686.74,5.366,6174.23
5.368,31.3775,5.368,24394.5431,5.368,4681.32,5.368,6169.65
5.37,31.3238,5.37,24008.2775,5.37,4672.45,5.37,6158.09
5.372,31.3889,5.372,24435.6507,5.372,4682.67,5.372,6170.6
5.374,31.3524,5.374,24436.897,5.374,4677.03,5.374,6160.24
5.376,31.3094,5.376,24507.5991,5.376,4673.79,5.376,6158.7
5.378,31.2918,5.378,24009.4941,5.378,4673.17,5.378,6159.11
5.38,31.3065,5.38,24193.124,5.38,4672.95,5.38,6158.16
5.382,31.4064,5.382,24367.411,5.382,4685.16,5.382,6175.22
5.384,31.4057,5.384,24228.5309,5.384,4675.64,5.384,6162.92
5.386,31.449,5.386,24558.436,5.386,4693.4,5.386,6181.01
5.388,31.4368,5.388,24000.8944,5.388,4684.37,5.388,6172.24
5.39,31.4253,5.39,24565.1759,5.39,4690.77,5.39,6184.53
5.392,31.4724,5.392,24189.5168,5.392,4690,5.392,6177.77
5.394,31.4931,5.394,24449.3741,5.394,4699.27,5.394,6203.29
5.396,31.5613,5.396,24327.0148,5.396,4701.34,5.396,6200.95
5.398,31.5047,5.398,24417.5603,5.398,4694.1,5.398,6183.68
5.4,31.4517,5.4,24354.0505,5.4,4684.26,5.4,6170.12
5.402,31.4259,5.402,24465.1751,5.402,4686.69,5.402,6174.17
5.404,31.4753,5.404,24422.5654,5.404,4692.38,5.404,6186.8
5.406,31.4964,5.406,23886.1092,5.406,4687.15,5.406,6181.82
5.408,31.4733,5.408,24726.1688,5.408,4696.06,5.408,6192.21
5.41,31.4792,5.41,23916.841,5.41,4682.44,5.41,6164.05
5.412,31.4877,5.412,24237.3311,5.412,4686.32,5.412,6173.74
5.414,31.4668,5.414,24343.4537,5.414,4682.45,5.414,6165.57
5.416,31.5195,5.416,24213.3374,5.416,4690.87,5.416,6182.03
5.418,31.4929,5.418,24329.5459,5.418,4696.39,5.418,6188.64
5.42,31.522,5.42,24199.7655,5.42,4693.92,5.42,6185.57
5.422,31.4937,5.422,24167.9335,5.422,4692.38,5.422,6184.12
5.424,31.5142,5.424,24340.9426,5.424,4692.42,5.424,6181.5
5.426,31.4774,5.426,24239.8922,5.426,4691.68,5.426,6183.55
5.428,31.4539,5.428,24385.8328,5.428,4690.84,5.428,6179.42
5.43,31.5147,5.43,24597.3509,5.43,4696.95,5.43,6182.97
5.432,31.4238,5.432,23832.51,5.432,4682.18,5.432,6167.2
5.434,31.4778,5.434,24173.6456,5.434,4696.18,5.434,6193.96
5.436,31.5154,5.436,24103.5827,5.436,4692.2,5.436,6185.49
5.438,31.5001,5.438,24520.145,5.438,4697.76,5.438,6195.56
5.44,31.4522,5.44,23704.4227,5.44,4683.8,5.44,6165.35
5.442,31.4788,5.442,24033.0688,5.442,4697.17,5.442,6196.27
5.444,31.526,5.444,24250.1622,5.444,4695.65,5.444,6195.83
5.446,31.5538,5.446,24833.3976,5.446,4699.36,5.446,6191.44
5.448,31.3972,5.448,23876.3405,5.448,4673.61,5.448,6164.1
5.45,31.3855,5.45,24009.7461,5.45,4676.9,5.45,6161.06
5.452,31.4666,5.452,23714.2944,5.452,4685.77,5.452,6169.32
5.454,31.4593,5.454,23571.2126,5.454,4681.99,5.454,6165.36
5.456,31.4951,5.456,24260.3084,5.456,4684.96,5.456,6172.92
5.458,31.3811,5.458,24193.9409,5.458,4679.49,5.458,6159.84
5.46,31.3295,5.46,24126.1521,5.46,4670.99,5.46,6154.33
5.462,31.3775,5.462,23713.6911,5.462,4670.97,5.462,6158.45
5.464,31.3721,5.464,24150.3383,5.464,4678.79,5.464,6167.22
5.466,31.351,5.466,23808.2111,5.466,4678.54,5.466,6171.1
5.468,31.4083,5.468,24412.2892,5.468,4683.11,5.468,6171.54
5.47,31.3644,5.47,23759.0874,5.47,4675.09,5.47,6161.71
5.472,31.3213,5.472,23647.0401,5.472,4675.72,5.472,6163.53
5.474,31.4428,5.474,24051.624,5.474,4685.45,5.474,6170.4
5.476,31.44,5.476,23897.499,5.476,4673.74,5.476,6165.15
5.478,31.4963,5.478,24248.7243,5.478,4684.43,5.478,6174.05
5.48,31.459,5.48,23888.1027,5.48,4685.79,5.48,6175.99
5.482,31.4272,5.482,23901.0049,5.482,4668.15,5.482,6142.83
5.484,31.5083,5.484,24315.0943,5.484,4695.39,5.484,6189.59
5.486,31.4409,5.486,24182.0527,5.486,4687.27,5.486,6175.79
5.488,31.442,5.488,24401.5754,5.488,4687.27,5.488,6176.13
5.49,31.5185,5.49,24723.7609,5.49,4693.49,5.49,6185.89
5.492,31.5231,5.492,24548.7922,5.492,4699.92,5.492,6198.06
5.494,31.5266,5.494,24659.7925,5.494,4699.85,5.494,6188.44
5.496,31.4477,5.496,23929.4115,5.496,4677.1,5.496,6157.45
5.498,31.4938,5.498,24826.6494,5.498,4688.59,5.498,6172.38
5.5,31.5094,5.5,24197.1151,5.5,4687.13,5.5,6172.58
5.502,31.46,5.502,23966.2757,5.502,4691.4,5.502,6178.5
5.504,31.4641,5.504,24413.0224,5.504,4689.95,5.504,6178.46
5.506,31.443,5.506,24474.1757,5.506,4696.23,5.506,6191.1
5.508,31.3924,5.508,24287.2752,5.508,4691.66,5.508,6183.91
5.51,31.3898,5.51,24962.4196,5.51,4692.67,5.51,6187.87
5.512,31.4067,5.512,24744.2941,5.512,4689.72,5.512,6180.08
5.514,31.356,5.514,24531.6649,5.514,4685.54,5.514,6171.67
5.516,31.3414,5.516,24194.8437,5.516,4685.68,5.516,6176.35
5.518,31.3515,5.518,24008.7861,5.518,4687.93,5.518,6176.86
5.52,31.439,5.52,25071.3616,5.52,4688.92,5.52,6169.48
5.522,31.4555,5.522,24923.0662,5.522,4702.51,5.522,6195.74
5.524,31.4188,5.524,24540.9606,5.524,4691.64,5.524,6181.22
5.526,31.4899,5.526,25203.744,5.526,4702.73,5.526,6208.23
5.528,31.4983,5.528,25346.3445,5.528,4701.26,5.528,6201.75
5.53,31.4539,5.53,24894.0544,5.53,4704.09,5.53,6198.39
5.532,31.3865,5.532,24197.0836,5.532,4686.97,5.532,6176.78
5.534,31.4098,5.534,24641.005,5.534,4692.34,5.534,6184.2
5.536,31.4655,5.536,24536.2294,5.536,4696.98,5.536,6204.82
5.538,31.4484,5.538,25012.9452,5.538,4699.55,5.538,6200.2
5.54,31.3584,5.54,24240.5604,5.54,4677.62,5.54,6156.85
5.542,31.5376,5.542,24798.8617,5.542,4702.69,5.542,6196.25
5.544,31.4888,5.544,24924.601,5.544,4687,5.544,6178.32
5.546,31.4149,5.546,24683.0368,5.546,4683.5,5.546,6167.7
5.548,31.3556,5.548,25075.4385,5.548,4681.85,5.548,6167.85
5.55,31.3282,5.55,24398.7253,5.55,4686.02,5.55,6178.55
5.552,31.3646,5.552,24699.506,5.552,4689.34,5.552,6178.6
5.554,31.4086,5.554,24703.8153,5.554,4690.34,5.554,6179
5.556,31.3725,5.556,24319.9163,5.556,4680.02,5.556,6166.03
5.558,31.4469,5.558,25114.4614,5.558,4700.14,5.558,6195.82
5.56,31.4937,5.56,24559.8699,5.56,4695.42,5.56,6188.56
5.562,31.3949,5.562,24429.7046,5.562,4690.43,5.562,6187.81
5.564,31.3119,5.564,23885.0157,5.564,4681.02,5.564,6174.86
5.566,31.2719,5.566,23991.2693,5.566,4669.76,5.566,6152.16
5.568,31.336,5.568,24489.0931,5.568,4688.33,5.568,6175.99
5.57,31.3255,5.57,24626.1877,5.57,4681.71,5.57,6171.87
5.572,31.3591,5.572,24798.7477,5.572,4695.11,5.572,6191.74
5.574,31.3665,5.574,24709.6222,5.574,4693.41,5.574,6189.79
5.576,31.3893,5.576,24660.246,5.576,4686.79,5.576,6177.89
5.578,31.4311,5.578,24417.3733,5.578,4696.37,5.578,6189.66
5.58,31.4391,5.58,24480.2385,5.58,4696.54,5.58,6183.75
5.582,31.3521,5.582,24484.4459,5.582,4679.78,5.582,6158.92
5.584,31.3402,5.584,23848.8158,5.584,4672.57,5.584,6146.39
5.586,31.3109,5.586,24185.0415,5.586,4667.01,5.586,6140.11
5.588,31.3502,5.588,24393.4834,5.588,4681.9,5.588,6166.44
5.59,31.3248,5.59,24511.8009,5.59,4679.41,5.59,6164.84
5.592,31.3685,5.592,24472.5883,5.592,4685.5,5.592,6178.03
5.594,31.2964,5.594,23937.3806,5.594,4656.85,5.594,6138.65
5.596,31.2967,5.596,24256.8242,5.596,4677.9,5.596,6161.4
5.598,31.2722,5.598,24384.292,5.598,4677.6,5.598,6165.18
5.6,31.2821,5.6,24323.366,5.6,4675.01,5.6,6157.21
5.602,31.4116,5.602,24423.501,5.602,4694.89,5.602,6186.44
5.604,31.3618,5.604,24852.3674,5.604,4689.94,5.604,6186.69
5.606,31.4057,5.606,24521.6182,5.606,4698.01,5.606,6197.82
5.608,31.4159,5.608,24343.8616,5.608,4696.1,5.608,6194.5
5.61,31.368,5.61,24514.6743,5.61,4684.33,5.61,6174.05
5.612,31.2548,5.612,23856.6062,5.612,4669.58,5.612,6156.69
5.614,31.2788,5.614,24364.3182,5.614,4684.93,5.614,6172.61
5.616,31.2273,5.616,23657.134,5.616,4668.28,5.616,6150.14
5.618,31.275,5.618,24021.6603,5.618,4680.47,5.618,6169.35
5.62,31.3073,5.62,24395.9849,5.62,4675.86,5.62,6167
5.622,31.2968,5.622,24676.7281,5.622,4681.36,5.622,6175.67
5.624,31.2809,5.624,24247.111,5.624,4673.51,5.624,6164.55
5.626,31.3198,5.626,24564.1759,5.626,4679.94,5.626,6169.53
5.628,31.3013,5.628,24685.8348,5.628,4680.53,5.628,6174.84
5.63,31.3345,5.63,24609.8506,5.63,4685.48,5.63,6174.59
5.632,31.329,5.632,24595.9839,5.632,4672.98,5.632,6158.26
5.634,31.4404,5.634,25009.138,5.634,4686.81,5.634,6170.58
5.636,31.4387,5.636,24445.2202,5.636,4677.97,5.636,6158.38
5.638,31.4147,5.638,24845.2028,5.638,4680.75,5.638,6171.3
5.64,31.3443,5.64,24757.4265,5.64,4680.81,5.64,6171.22
5.642,31.347,5.642,24646.781,5.642,4690.23,5.642,6190.98
5.644,31.4003,5.644,24601.3623,5.644,4683.2,5.644,6170.74
5.646,31.4036,5.646,24518.1472,5.646,4680.89,5.646,6165.95
5.648,31.4585,5.648,24778.3992,5.648,4695.39,5.648,6181.67
5.65,31.4334,5.65,24623.5181,5.65,4691.05,5.65,6179.02
5.652,31.4397,5.652,24624.7706,5.652,4686.3,5.652,6168.58
5.654,31.411,5.654,24434.2122,5.654,4690.05,5.654,6174.85
5.656,31.3839,5.656,24014.0848,5.656,4678.76,5.656,6161.95
5.658,31.4175,5.658,24769.3456,5.658,4686.92,5.658,6176.36
5.66,31.3246,5.66,23885.1434,5.66,4676.75,5.66,6166.75
5.662,31.3768,5.662,24518.9285,5.662,4685.99,5.662,6172.29
5.664,31.3882,5.664,24334.8188,5.664,4671.29,5.664,6152.69
5.666,31.3649,5.666,24172.7464,5.666,4666.45,5.666,6156.29
