title,p27 - MD results - multiple x,,,,,,
plot_type,grid-line,,,,,,
x_label,Time (ns),,,,,,
color,#000000,,#FD5200,,#0000FF,,#FF8000
label,Radius of Gyration,,Surface Area,,PA,,EHSS
y_labels,Rg (AA),,SASA (A^2),,CCS (A^2),,CCS (A^2)
label_unit,A,,A2,,A2,,A2
axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_x,axis_y
5.668,31.4628,5.668,24205.7066,5.668,4675.23,5.668,6156.87
5.67,31.3591,5.67,24606.7616,5.67,4669.9,5.67,6145.72
5.672,31.3689,5.672,24082.7468,5.672,4680.36,5.672,6167.24
5.674,31.4127,5.674,24637.7445,5.674,4693.46,5.674,6189.01
5.676,31.3983,5.676,25350.7077,5.676,4703.79,5.676,6211.77
5.678,31.3726,5.678,24409.2047,5.678,4685.56,5.678,6183.29
5.68,31.409,5.68,24834.1562,5.68,4693.84,5.68,6188.12
5.682,31.4182,5.682,24748.6062,5.682,4687.9,5.682,6180.98
5.684,31.4516,5.684,24690.614,5.684,4689.22,5.684,6186.12
5.686,31.3786,5.686,24188.6752,5.686,4678.35,5.686,6164.07
5.688,31.4171,5.688,24178.8368,5.688,4676.21,5.688,6163
5.69,31.3909,5.69,23770.4016,5.69,4676.21,5.69,6154.74
5.692,31.3826,5.692,24066.9188,5.692,4688.02,5.692,6179.59
5.694,31.282,5.694,24421.2739,5.694,4674.78,5.694,6158.65
5.696,31.2968,5.696,24697.8968,5.696,4682.08,5.696,6166.89
5.698,31.3373,5.698,24828.2266,5.698,4676.57,5.698,6163.22
5.7,31.3628,5.7,24505.3681,5.7,4683.55,5.7,6174.87
5.702,31.4012,5.702,24230.0753,5.702,4680.82,5.702,6170.82
5.704,31.3998,5.704,24689.3258,5.704,4685.31,5.704,6172.78
5.706,31.3328,5.706,24403.1441,5.706,4668.8,5.706,6149.19
5.708,31.3457,5.708,24686.7025,5.708,4680.84,5.708,6173.87
5.71,31.31,5.71,24717.9223,5.71,4665.54,5.71,6143.75
5.712,31.2827,5.712,24503.4032,5.712,4660.33,5.712,6135.54
5.714,31.3092,5.714,24675.5602,5.714,4684.61,5.714,6178.71
5.716,31.3259,5.716,24382.8229,5.716,4676.17,5.716,6161.06
5.718,31.2932,5.718,24713.179,5.718,4678.28,5.718,6170.77
5.72,31.2894,5.72,23813.2237,5.72,4668.88,5.72,6156.19
5.722,31.365,5.722,24261.4843,5.722,4681.19,5.722,6168.27
5.724,31.3771,5.724,24709.1121,5.724,4677.54,5.724,6157.87
5.726,31.3557,5.726,24789.1876,5.726,4682.24,5.726,6165.59
5.728,31.3104,5.728,24771.8087,5.728,4687.27,5.728,6174.53
5.73,31.2568,5.73,24694.5667,5.73,4666.37,5.73,6147.04
5.732,31.2562,5.732,24103.2576,5.732,4654.13,5.732,6124.76
5.734,31.3477,5.734,24148.9299,5.734,4678.02,5.734,6163.45
5.736,31.3379,5.736,24247.3322,5.736,4669.67,5.736,6150.62
5.738,31.3461,5.738,24380.635,5.738,4682.56,5.738,6171.9
5.74,31.3407,5.74,24770.9673,5.74,4691.16,5.74,6187.67
5.742,31.2757,5.742,24283.5644,5.742,4672.4,5.742,6161.97
5.744,31.3489,5.744,24882.8099,5.744,4689.4,5.744,6182.88
5.746,31.3867,5.746,24540.8945,5.746,4681.26,5.746,6174.7
5.748,31.4297,5.748,24744.0872,5.748,4688.92,5.748,6181.58
5.75,31.3518,5.75,24777.2467,5.75,4686.36,5.75,6183.17
5.752,31.394,5.752,24673.8531,5.752,4689.59,5.752,6190.42
5.754,31.3772,5.754,24767.1374,5.754,4682.18,5.754,6171.21
5.756,31.3928,5.756,24383.3738,5.756,4680.75,5.756,6168
5.758,31.3348,5.758,24520.1872,5.758,4685.31,5.758,6181.46
5.76,31.3144,5.76,24381.4809,5.76,4675.76,5.76,6163.36
5.762,31.3996,5.762,24654.3768,5.762,4684.4,5.762,6172.98
5.764,31.3897,5.764,24693.8317,5.764,4680.05,5.764,6171.58
5.766,31.3922,5.766,24855.5812,5.766,4678.04,5.766,6163.77
5.768,31.4013,5.768,24867.4604,5.768,4687.95,5.768,6178.97
5.77,31.344,5.77,24569.2521,5.77,4675.18,5.77,6158.59
5.772,31.374,5.772,24394.9375,5.772,4675.82,5.772,6160.36
5.774,31.3342,5.774,24289.3003,5.774,4677.81,5.774,6161.36
5.776,31.3772,5.776,24557.7268,5.776,4686.88,5.776,6174.09
5.778,31.3515,5.778,24346.5259,5.778,4684.58,5.778,6181.31
5.78,31.324,5.78,24182.8659,5.78,4674.32,5.78,6153.56
5.782,31.3894,5.782,24850.2927,5.782,4685.41,5.782,6179.14
5.784,31.3761,5.784,24035.2539,5.784,4676.78,5.784,6157.89
5.786,31.3773,5.786,24205.1544,5.786,4681.81,5.786,6164.35
5.788,31.3579,5.788,24556.7068,5.788,4685.16,5.788,6179.55
5.79,31.2938,5.79,24361.8358,5.79,4683.86,5.79,6173.49
5.792,31.3367,5.792,24370.7072,5.792,4680.65,5.792,6164.85
5.794,31.4147,5.794,24333.1825,5.794,4689.17,5.794,6177.53
5.796,31.4404,5.796,24598.7422,5.796,4691.86,5.796,6181.67
5.798,31.4148,5.798,24829.5607,5.798,4682.46,5.798,6170.9
5.8,31.3307,5.8,24407.7046,5.8,4681.37,5.8,6166.62
5.802,31.3688,5.802,24845.0311,5.802,4690.22,5.802,6183.37
5.804,31.4232,5.804,24654.051,5.804,4690.93,5.804,6185.44
5.806,31.3327,5.806,24427.3821,5.806,4685.09,5.806,6179.96
5.808,31.3049,5.808,24803.8843,5.808,4685.77,5.808,6176.6
5.81,31.3167,5.81,24734.2422,5.81,4678.73,5.81,6163.59
5.812,31.3522,5.812,24579.4929,5.812,4684.34,5.812,6171.77
5.814,31.3186,5.814,24526.25,5.814,4684.42,5.814,6165.58
5.816,31.2613,5.816,24723.0787,5.816,4680.36,5.816,6169.36
5.818,31.3026,5.818,24257.729,5.818,4681.85,5.818,6160.3
5.82,31.3855,5.82,24733.5013,5.82,4692.27,5.82,6186.52
5.822,31.3983,5.822,24510.188,5.822,4691.27,5.822,6178.68
5.824,31.3362,5.824,24397.306,5.824,4674.66,5.824,6160.45
5.826,31.3203,5.826,24529.9721,5.826,4678.65,5.826,6158.77
5.828,31.3668,5.828,23983.4789,5.828,4677.51,5.828,6153.61
5.83,31.3584,5.83,24619.2364,5.83,4671.7,5.83,6154.53
5.832,31.3931,5.832,24264.6253,5.832,4670.27,5.832,6146.95
5.834,31.4114,5.834,24609.72,5.834,4682.96,5.834,6169.38
5.836,31.3917,5.836,24723.6768,5.836,4697.52,5.836,6192.17
5.838,31.413,5.838,24327.7068,5.838,4673.16,5.838,6155.59
5.84,31.4595,5.84,24501.5949,5.84,4691.28,5.84,6184.59
5.842,31.4503,5.842,23988.7052,5.842,4679.54,5.842,6162.28
5.844,31.4128,5.844,24774.9941,5.844,4681.19,5.844,6165.57
5.846,31.3097,5.846,24299.0784,5.846,4672.56,5.846,6153.91
5.848,31.3079,5.848,24300.0389,5.848,4669.92,5.848,6145.21
5.85,31.4198,5.85,24940.4861,5.85,4689.84,5.85,6182.69
5.852,31.3562,5.852,24281.2531,5.852,4671.79,5.852,6149.4
5.854,31.2531,5.854,24405.0666,5.854,4677.2,5.854,6163.74
5.856,31.2537,5.856,24874.4327,5.856,4676.49,5.856,6162.36
5.858,31.2786,5.858,24294.8715,5.858,4669.71,5.858,6146.16
5.86,31.3233,5.86,24238.0622,5.86,4670.89,5.86,6153.44
5.862,31.3286,5.862,24718.8641,5.862,4685.98,5.862,6178.9
5.864,31.25,5.864,24306.1576,5.864,4663.3,5.864,6142.22
5.866,31.2543,5.866,24400.2255,5.866,4671.48,5.866,6155.71
5.868,31.3086,5.868,24214.5743,5.868,4687.54,5.868,6177.62
5.87,31.3063,5.87,24274.0041,5.87,4677.4,5.87,6159.52
5.872,31.3607,5.872,24550.4652,5.872,4671.96,5.872,6159.01
5.874,31.357,5.874,24989.6414,5.874,4690.84,5.874,6180.43
5.876,31.2728,5.876,24003.7076,5.876,4672.45,5.876,6147.46
5.878,31.3276,5.878,24258.5426,5.878,4680.07,5.878,6165.47
5.88,31.2819,5.88,24398.1407,5.88,4673.8,5.88,6149.85
5.882,31.2939,5.882,24137.2609,5.882,4667.93,5.882,6149.33
5.884,31.3686,5.884,24655.3049,5.884,4684.13,5.884,6167.83
5.886,31.3596,5.886,24682.0378,5.886,4675.13,5.886,6150.26
5.888,31.3233,5.888,24232.0271,5.888,4671.96,5.888,6157.08
5.89,31.3423,5.89,24494.8711,5.89,4681.59,5.89,6169.13
5.892,31.3585,5.892,24813.3072,5.892,4683.47,5.892,6171.74
5.894,31.3619,5.894,24637.5723,5.894,4683.33,5.894,6170.5
5.896,31.2955,5.896,24258.062,5.896,4677.61,5.896,6164.75
5.898,31.3284,5.898,24688.1043,5.898,4683.45,5.898,6171.72
5.9,31.3515,5.9,24835.9868,5.9,4687.53,5.9,6180.46
5.902,31.414,5.902,24644.6531,5.902,4691.16,5.902,6183.07
5.904,31.3372,5.904,24020.7563,5.904,4681.98,5.904,6170.7
5.906,31.3158,5.906,24451.1465,5.906,4672.13,5.906,6144.93
5.908,31.2863,5.908,24438.0409,5.908,4671.94,5.908,6155.86
5.91,31.2655,5.91,24206.9628,5.91,4669.06,5.91,6149.19
5.912,31.2981,5.912,24209.299,5.912,4658.91,5.912,6137.47
5.914,31.3755,5.914,24651.8129,5.914,4693.96,5.914,6191.8
5.916,31.3313,5.916,24494.7227,5.916,4669.66,5.916,6147.13
5.918,31.4015,5.918,24493.0195,5.918,4690.46,5.918,6176.62
5.92,31.4172,5.92,24426.1799,5.92,4696.44,5.92,6189.84
5.922,31.3997,5.922,24427.8327,5.922,4692.02,5.922,6183.78
5.924,31.3418,5.924,23980.7769,5.924,4672.91,5.924,6155.11
5.926,31.4022,5.926,24605.7713,5.926,4691.06,5.926,6176.8
5.928,31.3394,5.928,24490.0095,5.928,4673.47,5.928,6157.74
5.93,31.3577,5.93,24526.0596,5.93,4686.65,5.93,6171.99
5.932,31.3252,5.932,24748.2703,5.932,4679.76,5.932,6168.33
5.934,31.2975,5.934,24123.3908,5.934,4673.87,5.934,6152.17
5.936,31.2817,5.936,24468.8918,5.936,4676.25,5.936,6155.96
5.938,31.3492,5.938,24795.4609,5.938,4691.38,5.938,6184.61
5.94,31.3466,5.94,24225.3509,5.94,4678.93,5.94,6160.43
5.942,31.4064,5.942,24434.3552,5.942,4679.55,5.942,6160.78
5.944,31.4074,5.944,24703.4854,5.944,4690.31,5.944,6182.56
5.946,31.3539,5.946,23757.8701,5.946,4669.2,5.946,6153
5.948,31.3262,5.948,24092.2665,5.948,4660.11,5.948,6133.97
5.95,31.3599,5.95,24628.4034,5.95,4684.91,5.95,6172.96
5.952,31.3208,5.952,24344.8858,5.952,4671.79,5.952,6155.05
5.954,31.3116,5.954,24122.3724,5.954,4670.31,5.954,6157.08
5.956,31.3202,5.956,24260.9589,5.956,4669.97,5.956,6152.95
5.958,31.3388,5.958,24148.319,5.958,4670.72,5.958,6146.36
5.96,31.3407,5.96,24619.3985,5.96,4683.33,5.96,6170.16
5.962,31.3188,5.962,24161.3999,5.962,4678.02,5.962,6156.83
5.964,31.2773,5.964,24000.0625,5.964,4655.55,5.964,6136.25
5.966,31.3199,5.966,24390.4936,5.966,4681.93,5.966,6171.32
5.968,31.2685,5.968,24102.7224,5.968,4664.37,5.968,6144.37
5.97,31.3712,5.97,24275.3245,5.97,4678.45,5.97,6162.54
5.972,31.3494,5.972,24032.7843,5.972,4681.09,5.972,6166.71
5.974,31.3433,5.974,24201.9953,5.974,4681.69,5.974,6173.06
5.976,31.4247,5.976,24361.1308,5.976,4690.14,5.976,6175.07
5.978,31.4198,5.978,24114.6087,5.978,4681.39,5.978,6163.81
5.98,31.4296,5.98,24409.5876,5.98,4697.49,5.98,6188.03
5.982,31.3427,5.982,23995.2785,5.982,4676.41,5.982,6157.41
5.984,31.3675,5.984,23826.1604,5.984,4665.03,5.984,6143.65
5.986,31.3876,5.986,24154.2509,5.986,4671.56,5.986,6147.19
5.988,31.3621,5.988,24591.6806,5.988,4688.07,5.988,6177.55
5.99,31.392,5.99,24013.494,5.99,4678.43,5.99,6157.41
5.992,31.4366,5.992,24281.4402,5.992,4690.06,5.992,6173.11
5.994,31.3925,5.994,24453.0381,5.994,4685.33,5.994,6169.86
5.996,31.3287,5.996,24507.7161,5.996,4669.91,5.996,6150.1
5.998,31.2682,5.998,24212.2442,5.998,4672.51,5.998,6153.59
6,31.3462,6,24379.3931,6,4682.34,6,6166.09
6.002,31.3859,6.002,24265.3794,6.002,4690.77,6.002,6177.94
6.004,31.3412,6.004,23824.1368,6.004,4684.22,6.004,6168.68
6.006,31.2782,6.006,24549.2815,6.006,4692.89,6.006,6188.18
6.008,31.2629,6.008,24578.2784,6.008,4678.84,6.008,6165.96
6.01,31.2613,6.01,24296.4831,6.01,4675.41,6.01,6157.26
6.012,31.3579,6.012,24446.1315,6.012,4679.95,6.012,6156.65
6.014,31.4287,6.014,24568.5945,6.014,4697.66,6.014,6188.3
6.016,31.342,6.016,24227.0023,6.016,4677.51,6.016,6156.58
6.018,31.4113,6.018,24304.2331,6.018,4685.46,6.018,6169.69
6.02,31.3335,6.02,23964.1224,6.02,4673.61,6.02,6153.9
6.022,31.2603,6.022,23954.9455,6.022,4666.62,6.022,6141.62
6.024,31.2865,6.024,24557.5719,6.024,4671.03,6.024,6147.65
6.026,31.3125,6.026,24423.3023,6.026,4685.6,6.026,6173.07
6.028,31.2981,6.028,24343.281,6.028,4677.86,6.028,6163.74
6.03,31.3593,6.03,24200.5846,6.03,4691.29,6.03,6181.62
6.032,31.2753,6.032,24174.4561,6.032,4672.58,6.032,6156.76
6.034,31.2075,6.034,23923.8246,6.034,4655.47,6.034,6125.25
6.036,31.2552,6.036,23729.8082,6.036,4656.78,6.036,6134.51
6.038,31.3662,6.038,24176.1657,6.038,4684.2,6.038,6166.06
6.04,31.2787,6.04,24115.528,6.04,4664.07,6.04,6133.91
6.042,31.3078,6.042,24494.9401,6.042,4671.49,6.042,6150.78
6.044,31.2878,6.044,23999.6479,6.044,4666.04,6.044,6146.58
6.046,31.3059,6.046,24221.606,6.046,4664.36,6.046,6137.54
6.048,31.3761,6.048,24526.5514,6.048,4698.03,6.048,6199.17
6.05,31.3608,6.05,24588.5473,6.05,4691.74,6.05,6177.12
6.052,31.3133,6.052,24261.1707,6.052,4684.95,6.052,6172.34
6.054,31.2854,6.054,24768.6727,6.054,4679.71,6.054,6174.27
6.056,31.3126,6.056,24259.1797,6.056,4679.23,6.056,6163.14
6.058,31.2955,6.058,24285.1722,6.058,4676.09,6.058,6157.36
6.06,31.3073,6.06,23970.3777,6.06,4679.52,6.06,6168.13
6.062,31.3192,6.062,23905.6333,6.062,4677.95,6.062,6161.27
6.064,31.263,6.064,24234.5939,6.064,4679.59,6.064,6164.19
6.066,31.2819,6.066,24626.8544,6.066,4676.32,6.066,6157.61
6.068,31.3485,6.068,24458.5338,6.068,4683.03,6.068,6171.19
6.07,31.3781,6.07,23953.5057,6.07,4688.61,6.07,6182.31
6.072,31.2925,6.072,24022.1721,6.072,4672.29,6.072,6150.3
6.074,31.3225,6.074,24043.5777,6.074,4683.94,6.074,6171.06
6.076,31.2757,6.076,24112.3077,6.076,4670.07,6.076,6147.97
6.078,31.2451,6.078,23818.1357,6.078,4667.43,6.078,6149.42
6.08,31.3089,6.08,24175.2051,6.08,4670.27,6.08,6147.17
6.082,31.3049,6.082,23997.9341,6.082,4662.78,6.082,6137.87
6.084,31.3596,6.084,24546.9526,6.084,4681.02,6.084,6160.82
6.086,31.3644,6.086,24408.6358,6.086,4685.15,6.086,6176.46
6.088,31.3415,6.088,24103.647,6.088,4669.82,6.088,6145.19
6.09,31.3094,6.09,24087.1426,6.09,4677.05,6.09,6159.33
6.092,31.2937,6.092,24519.9369,6.092,4669.61,6.092,6149.42
6.094,31.3106,6.094,23953.1416,6.094,4671.57,6.094,6152.41
6.096,31.3964,6.096,24201.0823,6.096,4685.07,6.096,6170.81
6.098,31.3988,6.098,24285.2103,6.098,4677.23,6.098,6154.87
6.1,31.4231,6.1,24126.7911,6.1,4682.8,6.1,6159.82
6.102,31.3772,6.102,24072.5858,6.102,4674.4,6.102,6152.87
6.104,31.342,6.104,24395.1112,6.104,4678.2,6.104,6165.33
6.106,31.2748,6.106,24247.2404,6.106,4673.45,6.106,6156.78
6.108,31.2907,6.108,24277.1918,6.108,4675.33,6.108,6164.84
6.11,31.2591,6.11,24501.8352,6.11,4666.84,6.11,6143.74
6.112,31.2603,6.112,24451.1206,6.112,4675.21,6.112,6155.84
6.114,31.317,6.114,24514.1025,6.114,4675.06,6.114,6161.78
6.116,31.2692,6.116,24377.9539,6.116,4670.96,6.116,6149.31
6.118,31.3319,6.118,24099.0848,6.118,4679.82,6.118,6162.95
6.12,31.2935,6.12,24375.2874,6.12,4683.1,6.12,6167.9
6.122,31.2678,6.122,24240.8953,6.122,4673.86,6.122,6156.63
6.124,31.2667,6.124,24121.8504,6.124,4671.82,6.124,6150.97
6.126,31.3479,6.126,23557.0488,6.126,4671.15,6.126,6147.52
6.128,31.3305,6.128,24598.0656,6.128,4691.36,6.128,6180.11
6.13,31.3345,6.13,24277.2929,6.13,4691.74,6.13,6180.56
6.132,31.361,6.132,24430.4492,6.132,4687.39,6.132,6173.11
6.134,31.4106,6.134,24277.1093,6.134,4690.23,6.134,6178.63
6.136,31.2999,6.136,24178.8557,6.136,4682.24,6.136,6175.23
6.138,31.2735,6.138,23965.9269,6.138,4685.55,6.138,6173.44
6.14,31.2933,6.14,24476.6274,6.14,4681.62,6.14,6163.66
6.142,31.2892,6.142,24338.9206,6.142,4691.03,6.142,6183.18
6.144,31.3454,6.144,24880.0676,6.144,4688.01,6.144,6179.49
6.146,31.4407,6.146,24545.8968,6.146,4686.64,6.146,6172.94
6.148,31.3961,6.148,24368.7129,6.148,4686.53,6.148,6170.79
6.15,31.3891,6.15,24545.1413,6.15,4689.44,6.15,6179.69
6.152,31.381,6.152,24555.9055,6.152,4686.39,6.152,6168.13
6.154,31.3671,6.154,24822.0396,6.154,4691.64,6.154,6184.08
6.156,31.3726,6.156,24572.4794,6.156,4692.79,6.156,6183.67
6.158,31.396,6.158,24839.7128,6.158,4690.96,6.158,6184.28
6.16,31.3901,6.16,24587.9429,6.16,4702.39,6.16,6197.96
6.162,31.4455,6.162,24775.3847,6.162,4697.84,6.162,6189.3
6.164,31.4389,6.164,24309.3939,6.164,4696.59,6.164,6189.45
6.166,31.3844,6.166,24177.7933,6.166,4686.38,6.166,6170.54
6.168,31.3195,6.168,24178.0291,6.168,4678.24,6.168,6164.01
6.17,31.3294,6.17,24254.6629,6.17,4679.88,6.17,6161.55
6.172,31.3293,6.172,24550.0678,6.172,4674.19,6.172,6154.35
6.174,31.3825,6.174,24862.6205,6.174,4698.38,6.174,6192.44
6.176,31.3343,6.176,24719.9451,6.176,4691.03,6.176,6183.77
6.178,31.376,6.178,24369.047,6.178,4685.24,6.178,6170.14
6.18,31.2716,6.18,24072.518,6.18,4671.1,6.18,6148.56
6.182,31.3069,6.182,24167.4545,6.182,4673.58,6.182,6157.79
6.184,31.3436,6.184,24751.8674,6.184,4690.78,6.184,6180.05
6.186,31.3574,6.186,24214.4395,6.186,4683,6.186,6163.01
6.188,31.3227,6.188,24013.269,6.188,4678.3,6.188,6159.77
6.19,31.3166,6.19,24133.0137,6.19,4685.5,6.19,6171.05
6.192,31.3165,6.192,24574.2891,6.192,4692.19,6.192,6182.19
6.194,31.3381,6.194,24696.1247,6.194,4695.8,6.194,6189.51
6.196,31.3513,6.196,24307.2914,6.196,4685.12,6.196,6173.61
6.198,31.3218,6.198,24375.3691,6.198,4684.44,6.198,6169.81
6.2,31.3306,6.2,24395.9983,6.2,4685.67,6.2,6168.19
6.202,31.296,6.202,24672.724,6.202,4689.44,6.202,6180.33
6.204,31.295,6.204,24581.6198,6.204,4682.74,6.204,6168.61
6.206,31.3248,6.206,24324.3923,6.206,4680.02,6.206,6165.14
6.208,31.3314,6.208,24484.5323,6.208,4679.7,6.208,6162.62
6.21,31.3123,6.21,24262.9913,6.21,4687.95,6.21,6173.53
6.212,31.3216,6.212,24805.0824,6.212,4687.04,6.212,6177.61
6.214,31.2769,6.214,24553.6636,6.214,4665.45,6.214,6140.84
6.216,31.2944,6.216,24220.0302,6.216,4673.1,6.216,6151.84
6.218,31.3559,6.218,24852.1336,6.218,4683.16,6.218,6167.48
6.22,31.3301,6.22,24261.0428,6.22,4679.36,6.22,6159.43
6.222,31.375,6.222,24206.3402,6.222,4675.37,6.222,6155.76
6.224,31.3627,6.224,24943.1429,6.224,4685.32,6.224,6175.23
6.226,31.3122,6.226,23973.2385,6.226,4674.88,6.226,6160.11
6.228,31.401,6.228,24660.311,6.228,4682.63,6.228,6166.79
6.23,31.3504,6.23,24161.1058,6.23,4675.04,6.23,6153.61
6.232,31.2709,6.232,24155.6618,6.232,4673.71,6.232,6159.56
6.234,31.2933,6.234,24467.73,6.234,4674.97,6.234,6155.91
6.236,31.3152,6.236,23921.3231,6.236,4679.63,6.236,6164.75
6.238,31.2899,6.238,24219.8418,6.238,4667.69,6.238,6145.95
6.24,31.2814,6.24,24636.5639,6.24,4677.1,6.24,6162.34
6.242,31.3032,6.242,24420.2505,6.242,4679.15,6.242,6157.72
6.244,31.3971,6.244,24432.6487,6.244,4686.91,6.244,6175.95
6.246,31.3382,6.246,24498.8324,6.246,4675.94,6.246,6159.43
6.248,31.2438,6.248,24579.7084,6.248,4668.72,6.248,6152.73
6.25,31.2385,6.25,24544.8897,6.25,4673.78,6.25,6150.75
6.252,31.2358,6.252,24245.9793,6.252,4677.96,6.252,6155.88
6.254,31.3279,6.254,24508.7084,6.254,4676.06,6.254,6150.23
6.256,31.3466,6.256,23709.3278,6.256,4673.88,6.256,6153.69
6.258,31.3472,6.258,24830.0585,6.258,4685.99,6.258,6173.28
6.26,31.211,6.26,24040.3463,6.26,4667.77,6.26,6145.77
6.262,31.2628,6.262,23840.0084,6.262,4662.56,6.262,6133.78
6.264,31.3295,6.264,24127.7967,6.264,4680.49,6.264,6159.06
6.266,31.4574,6.266,24198.9768,6.266,4684.21,6.266,6166.66
6.268,31.4298,6.268,24806.2169,6.268,4686.6,6.268,6168.28
6.27,31.361,6.27,24431.8518,6.27,4688.45,6.27,6175.32
6.272,31.3389,6.272,24028.9201,6.272,4673.76,6.272,6160.02
6.274,31.3214,6.274,24225.4763,6.274,4678.23,6.274,6160.21
6.276,31.2735,6.276,24425.4834,6.276,4664.82,6.276,6141.22
6.278,31.3249,6.278,24596.114,6.278,4674.02,6.278,6155.91
6.28,31.373,6.28,23722.5758,6.28,4672.57,6.28,6148.81
6.282,31.3688,6.282,24586.3189,6.282,4682.37,6.282,6166.28
6.284,31.4074,6.284,24114.4775,6.284,4679.14,6.284,6163.09
6.286,31.3131,6.286,24203.01,6.286,4678.12,6.286,6161.83
6.288,31.2797,6.288,24168.1198,6.288,4678.48,6.288,6161.84
6.29,31.3445,6.29,24415.4142,6.29,4673.52,6.29,6153.99
6.292,31.4304,6.292,24740.385,6.292,4690.55,6.292,6177.68
6.294,31.5289,6.294,24874.7965,6.294,4699.62,6.294,6189.98
6.296,31.3713,6.296,24040.9622,6.296,4667.3,6.296,6149.8
6.298,31.4328,6.298,24830.6576,6.298,4688.48,6.298,6176.55
6.3,31.324,6.3,24119.313,6.3,4666.01,6.3,6142.62
6.302,31.3991,6.302,24007.6478,6.302,4687.63,6.302,6172.24
6.304,31.4078,6.304,24195.8569,6.304,4674.53,6.304,6156.02
6.306,31.3585,6.306,24549.7442,6.306,4675.19,6.306,6159.58
6.308,31.3092,6.308,24460.0586,6.308,4680.19,6.308,6164.53
6.31,31.3613,6.31,24671.8081,6.31,4687.28,6.31,6178.62
6.312,31.3507,6.312,24656.9353,6.312,4691.87,6.312,6180.91
6.314,31.3137,6.314,24304.2446,6.314,4681.31,6.314,6162.98
6.316,31.3564,6.316,24420.5505,6.316,4693.35,6.316,6187.44
6.318,31.3529,6.318,24221.7786,6.318,4677.95,6.318,6159.2
6.32,31.3779,6.32,24859.1659,6.32,4689.05,6.32,6175.81
6.322,31.347,6.322,24833.338,6.322,4696.91,6.322,6187.95
6.324,31.363,6.324,24910.865,6.324,4691.12,6.324,6182.01
6.326,31.3666,6.326,24794.2481,6.326,4682.09,6.326,6165.11
6.328,31.4625,6.328,24700.8605,6.328,4694.69,6.328,6186.76
6.33,31.3799,6.33,24347.5772,6.33,4683.11,6.33,6161.58
6.332,31.3291,6.332,24139.6492,6.332,4684.62,6.332,6175.05
6.334,31.347,6.334,24259.7127,6.334,4671.5,6.334,6157.13
6.336,31.3981,6.336,24328.9645,6.336,4677.72,6.336,6162.5
6.338,31.3737,6.338,24801.4578,6.338,4683.13,6.338,6164.72
6.34,31.3177,6.34,24479.5845,6.34,4680.31,6.34,6164.28
6.342,31.3958,6.342,24641.672,6.342,4689.76,6.342,6173.97
6.344,31.3922,6.344,24839.3308,6.344,4686,6.344,6165.75
6.346,31.4512,6.346,25104.9955,6.346,4701.94,6.346,6195.73
6.348,31.4494,6.348,24170.5047,6.348,4687.94,6.348,6167.24
6.35,31.3307,6.35,23763.2678,6.35,4664.25,6.35,6134.66
6.352,31.3233,6.352,24494.195,6.352,4687.4,6.352,6172.3
6.354,31.3462,6.354,24716.0116,6.354,4681.8,6.354,6167.95
6.356,31.359,6.356,24822.7734,6.356,4696.08,6.356,6187.54
6.358,31.2969,6.358,24149.5764,6.358,4675.55,6.358,6159.05
6.36,31.377,6.36,24430.941,6.36,4690.71,6.36,6177.61
6.362,31.3939,6.362,24568.5107,6.362,4693.5,6.362,6180.25
6.364,31.3794,6.364,24491.2757,6.364,4684.15,6.364,6168.62
6.366,31.3547,6.366,24316.1238,6.366,4684.44,6.366,6176.89
6.368,31.2832,6.368,24163.0407,6.368,4681.83,6.368,6170.58
6.37,31.3439,6.37,24247.5326,6.37,4674.42,6.37,6151.84
6.372,31.3419,6.372,24238.8819,6.372,4679.63,6.372,6163.25
6.374,31.3317,6.374,24509.8982,6.374,4682.99,6.374,6163.63
6.376,31.3373,6.376,24537.6153,6.376,4688.15,6.376,6178.11
6.378,31.3593,6.378,24484.1591,6.378,4681.61,6.378,6168.88
6.38,31.3245,6.38,24115.3074,6.38,4675.53,6.38,6153.94
6.382,31.2896,6.382,24101.8805,6.382,4679.09,6.382,6162.35
6.384,31.3885,6.384,24240.4384,6.384,4684.14,6.384,6165
6.386,31.3435,6.386,24160.357,6.386,4684.62,6.386,6171.65
6.388,31.2994,6.388,24271.6343,6.388,4681.53,6.388,6172.92
6.39,31.3462,6.39,23600.0723,6.39,4676.06,6.39,6149.66
6.392,31.3131,6.392,24457.2982,6.392,4688.84,6.392,6174.45
6.394,31.3793,6.394,24329.1593,6.394,4689.25,6.394,6177.2
6.396,31.3849,6.396,23982.6036,6.396,4685.88,6.396,6175.55
6.398,31.3827,6.398,24159.5528,6.398,4694.85,6.398,6186.4
6.4,31.3504,6.4,24485.9485,6.4,4683.42,6.4,6167.38
6.402,31.2887,6.402,23814.3131,6.402,4671.45,6.402,6149.07
6.404,31.2929,6.404,24135.1065,6.404,4671.65,6.404,6155.93
6.406,31.3214,6.406,23970.3182,6.406,4674.21,6.406,6159.65
6.408,31.3058,6.408,24225.0388,6.408,4676.89,6.408,6151.97
6.41,31.2716,6.41,24116.5297,6.41,4679.28,6.41,6163.16
6.412,31.2602,6.412,24453.6724,6.412,4673.85,6.412,6156.17
6.414,31.3122,6.414,24461.4976,6.414,4686.14,6.414,6172.05
6.416,31.3712,6.416,24440.8876,6.416,4684.19,6.416,6170.54
